,root-EOD-Arabidopsis-1-451-3-R,root-EOD-Arabidopsis-2-452-3-R,root-EOD-Arabidopsis-3-453-3-R,root-EOD-Arabidopsis-4-454-3-R,root-EOD-Arabidopsis-5-455-3-R,root-EOD-Arabidopsis-6-456-3-R,root-EOD-Brachy-1-433-3-R,root-EOD-Brachy-2-434-3-R,root-EOD-Brachy-3-436-3-R,root-EOD-Brachy-4-437-3-R,root-EOD-Brachy-5-438-3-R,root-EOD-Brachy-6-439-3-R,root-EOD-Medicago-1-442-3a-R,root-EOD-Medicago-2-442-3b-R,root-EOD-Medicago-3-444-3a-R,root-EOD-Medicago-4-449-3a-R,root-EOD-Medicago-5-449-3b-R,shoot-EOD-Arabidopsis-1-451-3-S,shoot-EOD-Arabidopsis-2-452-3-S,shoot-EOD-Arabidopsis-3-453-3-S,shoot-EOD-Arabidopsis-4-454-3-S,shoot-EOD-Arabidopsis-5-455-3-S,shoot-EOD-Arabidopsis-6-456-3-S,shoot-EOD-Brachy-1-433-3-S,shoot-EOD-Brachy-2-434-3-S,shoot-EOD-Brachy-3-436-3-S,shoot-EOD-Brachy-4-437-3-S,shoot-EOD-Brachy-5-438-3-S,shoot-EOD-Brachy-6-439-3-S,shoot-EOD-Medicago-1-442-3a-S,shoot-EOD-Medicago-2-442-3b-S,shoot-EOD-Medicago-3-444-3a-S,shoot-EOD-Medicago-4-449-3a-S,shoot-EOD-Medicago-5-449-3b-S,root-EON-Arabidopsis-1-451-4-R,root-EON-Arabidopsis-2-452-4-R,root-EON-Arabidopsis-3-453-4-R,root-EON-Arabidopsis-4-454-4-R,root-EON-Arabidopsis-5-455-4-R,root-EON-Arabidopsis-6-456-4-R,root-EON-Brachy-1-433-4-R,root-EON-Brachy-2-434-4-R,root-EON-Brachy-3-436-4-R,root-EON-Brachy-4-437-4-R,root-EON-Brachy-5-438-4-R,root-EON-Brachy-6-439-4-R,root-EON-Medicago-1-442-4c-R,root-EON-Medicago-2-444-4b-R,root-EON-Medicago-3-444-4c-R,root-EON-Medicago-4-449-4c-R,shoot-EON-Arabidopsis-1-451-4-S,shoot-EON-Arabidopsis-2-452-4-S,shoot-EON-Arabidopsis-3-453-4-S,shoot-EON-Arabidopsis-4-454-4-S,shoot-EON-Arabidopsis-5-455-4-S,shoot-EON-Arabidopsis-6-456-4-S,shoot-EON-Brachy-1-433-4-S,shoot-EON-Brachy-2-434-4-S,shoot-EON-Brachy-3-436-4-S,shoot-EON-Brachy-5-438-4-S,shoot-EON-Brachy-6-439-4-S,shoot-EON-Medicago-1-442-4c-S,shoot-EON-Medicago-2-444-4b-S,shoot-EON-Medicago-3-444-4c-S,shoot-EON-Medicago-4-449-4c-S
azelaic acid,4.11120901424357e-05,3.07182108771961e-05,4.26443355017444e-05,2.68711498388467e-05,1.7582961916634e-05,4.32958550671468e-05,0.00028258230705866,0.000217121664888673,0.000400087622750604,0.000292262980067608,0.000118413163202721,0.000336889614919664,8.92326525687855e-05,0.000177144686502369,6.4083138578069e-05,5.5781250512295e-05,6.17773486126754e-05,1.63902946440321e-05,2.76804760559743e-05,4.19381713879979e-05,2.78782031115398e-05,2.06963352427665e-05,2.23875686285254e-05,0.000130371272555919,0.000462205711116595,0.000311219790239887,0.000190256765477692,0.000396866253608839,0.000203989421535281,5.33432908553391e-05,4.25041685597211e-05,3.81794180010565e-05,3.73893137958321e-05,3.2632942161201e-05,3.54888108075501e-05,4.14089787613614e-05,3.64266790474488e-05,3.46723026622791e-05,4.38794105810308e-05,0.000183806727535641,0.000276514126518076,0.000679206767700918,7.6010396035795e-05,0.0002312979838123,0.0002064788205589,0.000619712092652055,4.45859070725206e-05,7.93355616230919e-05,0.000163582784809266,0.000112698336211494,3.29476987249593e-05,3.03390519716814e-05,2.23576531319411e-05,1.8552437407097e-05,1.2392741709992e-05,2.28520987493065e-05,0.000224970109646093,0.000217255385358588,0.000417847626658884,0.000280923316151719,0.000127339319926791,3.82937626955166e-05,3.51030725589382e-05,3.52885540473735e-05,5.14085659279559e-05
biliverdin,1.27546612281633e-05,2.19927531787551e-05,2.08896764106283e-05,2.09736765632206e-05,1.6702029995203e-05,2.40289062517938e-05,9.05021317171295e-06,1.84090824634785e-05,2.01549805360151e-05,1.05735437989697e-05,8.12272605084564e-06,1.73383596894573e-05,2.38096475146437e-05,2.38683287479912e-05,2.34574824649269e-05,2.73144573597383e-05,2.47226570184076e-05,2.45478731654866e-05,1.68297320509463e-05,2.4069948852628e-05,1.69723293855819e-05,1.87357620827827e-05,1.88682599408873e-05,5.59819916085976e-05,4.11718927955333e-05,8.82848567423122e-05,5.27685054740839e-05,8.2277728300223e-05,4.50674289720407e-05,4.02763219026295e-05,3.53468588261771e-05,3.72864341557228e-05,4.38640527599602e-05,4.4714270429982e-05,1.43093393524609e-05,1.17567017624168e-05,1.21188720236188e-05,1.67230555247897e-05,9.83625249323491e-06,1.64500062830971e-05,1.01406774021885e-05,1.87035557234933e-05,9.0377376580417e-06,2.27094005684538e-05,1.75417394642019e-05,1.01440496744854e-05,2.04698045105707e-05,2.65340368518078e-05,1.68946827726172e-05,1.83579073477545e-05,1.52770727384247e-05,1.17897407263617e-05,1.90187972725839e-05,2.38949419831613e-05,1.81141308590556e-05,1.15660106121863e-05,7.09147227759711e-05,9.69661138077309e-05,0.000105229244243796,0.000103526164802649,8.24253221328553e-05,4.44785075088479e-05,3.43218934132776e-05,2.98982025577355e-05,3.40646786755237e-05
carnosine,1.27546612281633e-05,2.19927531787551e-05,2.08896764106283e-05,2.09736765632206e-05,1.6702029995203e-05,2.40289062517938e-05,9.05021317171295e-06,1.84090824634785e-05,2.01549805360151e-05,1.05735437989697e-05,8.12272605084564e-06,1.73383596894573e-05,2.38096475146437e-05,2.38683287479912e-05,2.34574824649269e-05,2.73144573597383e-05,2.47226570184076e-05,2.45478731654866e-05,1.68297320509463e-05,2.4069948852628e-05,1.69723293855819e-05,1.87357620827827e-05,1.88682599408873e-05,5.59819916085976e-05,4.11718927955333e-05,8.82848567423122e-05,5.27685054740839e-05,8.2277728300223e-05,4.50674289720407e-05,4.02763219026295e-05,3.53468588261771e-05,3.72864341557228e-05,4.38640527599602e-05,4.4714270429982e-05,1.43093393524609e-05,1.17567017624168e-05,1.21188720236188e-05,1.67230555247897e-05,9.83625249323491e-06,1.64500062830971e-05,1.01406774021885e-05,1.87035557234933e-05,9.0377376580417e-06,2.27094005684538e-05,1.75417394642019e-05,1.01440496744854e-05,2.04698045105707e-05,2.65340368518078e-05,1.68946827726172e-05,1.83579073477545e-05,1.52770727384247e-05,1.17897407263617e-05,1.90187972725839e-05,2.38949419831613e-05,1.81141308590556e-05,1.15660106121863e-05,7.09147227759711e-05,9.69661138077309e-05,0.000105229244243796,0.000103526164802649,8.24253221328553e-05,4.44785075088479e-05,3.43218934132776e-05,2.98982025577355e-05,3.40646786755237e-05
choline and or isomers,0.000129325149613063,9.73893733159451e-05,0.000107311432834915,3.49735199650357e-05,3.73082124010122e-05,0.000159581620695551,5.47543032877046e-05,6.82686611958179e-05,6.52650865307196e-05,5.24665580856749e-05,7.97543774259075e-05,5.47359001012476e-05,0.000125017613903252,8.25917870060613e-05,0.000133446907537005,0.000121223998423355,0.000158481446598855,0.000758883182021341,0.00054082359648439,0.00091620085013813,0.000519272567007566,0.000241305931893009,0.00112695881335158,0.000768207149772293,0.00117401370227548,0.000607886687413007,0.00116970171435471,0.00082703781103612,0.00102703731787722,0.000788945604126185,0.000819198394657691,0.000719086378201514,0.000879497888541846,0.000668618910571736,0.000131442250402987,6.71312647565277e-05,0.00010121350271557,5.4216874666254e-05,8.75969325265042e-05,9.60499582887018e-05,5.35263515911994e-05,4.34490279786488e-05,6.6553670778007e-05,3.0151708468466e-05,5.31989414495834e-05,6.08314797937993e-05,0.000107700119389205,0.000126527631188852,0.000130414610620114,9.02405314879393e-05,0.000285490530984041,4.9585767493743e-05,7.4153047402689e-05,3.76164140841943e-05,6.8035376838582e-05,0.000129027015151654,0.000785552666427451,0.000759126445144318,0.00052483089711606,0.000719579719621352,0.000474103319806051,0.000529649796941921,0.000834084324820365,0.000416526995629471,0.000611385228822292
cysteic acid,7.59494342649784e-05,0.000120863267264376,8.19872840625953e-05,9.26374227584049e-05,8.12227004838219e-05,0.000120406948300025,0,3.46666008098721e-06,4.43588337272868e-07,0,0,6.44501222965517e-05,5.71110663050471e-05,5.579793044693e-05,7.68967409609163e-05,5.51711857809132e-05,6.89876035317207e-05,0.000196397646909904,0.000380333193630526,0.000211318320318527,0.000779766515551821,0.000470193133924591,0.000339571962289005,0.000190354666953708,0.000149032452199178,0.000183229023040654,0.000205226745441898,0.000155609611800762,0.000164299553463616,0.00046289946648326,0.000844747319416675,0.000544925947209521,0.000625164575522447,0.000806736260714995,0.00011768107270203,7.92728721228737e-05,7.42286135574797e-05,0.000102558757837076,0.000124910701110783,0,0,3.81616555860711e-05,7.78452935097242e-05,5.40078265210335e-05,3.5690506007306e-05,6.07494622503624e-05,0.000104726152695245,0.000115084442362365,4.88946781399549e-05,3.7669209248849e-05,6.60741151761441e-05,0.000132765169153602,0.00026471252856795,0.000230601500342482,0.0001745488011069,0.000174279890990971,0.000114031500860635,0.000131133305684814,0.000159511988007788,0.000161727243096509,0.00014954818604467,0.000753775842941221,0.000605272870487174,0.000437501978728749,0.000348746803275093
cytidine 2,3-cyclic mono-phosphoric acid,4.28462128042602e-06,2.60925034813581e-05,1.57464522848832e-05,6.73976929409056e-06,2.51186802374983e-05,2.56649987893367e-05,2.35466156649113e-06,1.43012355178545e-05,2.04268780328369e-05,1.77815739568535e-06,7.50964448337635e-07,1.61816578156751e-05,1.51928303311655e-05,1.43995791155665e-05,2.13725386548899e-05,2.07860275172365e-05,2.18085767549989e-05,9.01538748414027e-05,2.95893208427415e-05,6.16191340897449e-05,3.85890331469427e-05,9.19046932527021e-05,3.71034222078107e-05,4.41666863920511e-05,3.53574353134905e-05,7.98811833407038e-05,4.26131161474058e-05,6.39077941797487e-05,3.96989878991039e-05,2.93755012119398e-05,6.65318845257314e-05,5.09479838918119e-05,3.64091229108389e-05,6.4176698356786e-05,7.39295708220301e-06,1.06811100219712e-05,2.08818288110556e-05,1.41968849378724e-05,1.34069502015262e-05,3.19440698192618e-05,2.69679435582265e-06,2.04675337519402e-05,6.60110682626903e-06,1.66953416133297e-05,1.75467813106491e-05,1.44603022720852e-05,2.04971138743452e-05,1.24157433345575e-05,1.4882996706405e-05,7.9519064015219e-06,1.41742165478205e-05,1.1865107155155e-05,3.99979390655417e-05,5.2700429380995e-05,4.9985485304282e-05,2.97419485534789e-05,4.05636489087098e-05,5.21781568384062e-05,8.55463409668178e-05,8.14533315567254e-05,3.96262524091433e-05,6.31768040995981e-05,6.72888183644066e-05,5.58861188831199e-05,2.87012286206071e-05
dAMP,0.000737018942504297,0.00199388711609328,0.000786658709278921,0.00320608180494031,0.00213418376497177,0.00125785889118965,0.00263159260269702,0.0024868342612263,0.00272385583377688,0.00217298537205371,0.00235005858158681,0.00190172321678069,0.000393431000075814,0.000483102757046574,0.000501217540761857,0.000433912715053085,0.000479316062324877,0.00193747002691825,0.00285974318782508,0.00252963301599043,0.00262904980337723,0.00373333098136103,0.00399930195923311,0.00974206588409508,0.0120619720282892,0.00695030553473954,0.0070692929216218,0.00436819754136518,0.00967616251886217,0.00255530149089381,0.00163711210069188,0.00213370972297163,0.00497903925061995,0.00300235552509202,0.00174028857711016,0.000820563432885688,0.000455839896078544,0.00212989436218476,0.000860926503193898,0.00348656837010252,0.00229226194308293,0.00261261178564004,0.00135482630539957,0.00362833938634338,0.0028983387665952,0.00268110833688858,0.000952402590393472,0.00166155834457162,0.000404710660446564,0.000993265978293161,0.00198457452440756,0.00342187818430796,0.00527325995944782,0.00402868776733556,0.00258644828672213,0.0045017634981761,0.0156363316388097,0.0186567664767173,0.0137931395599799,0.00978232684988153,0.0114738412566936,0.00426118645655949,0.0102940362287201,0.00261017107036693,0.00394843556235735
dethiobiotin,4.5629494793979e-06,1.05636754935313e-06,6.63487836471788e-07,0,0,1.06702676723634e-06,0.19886579439817,0.132599660146302,0.130894556819211,0.173850348028993,0.213506792803907,0.178337473542299,2.10027829344117e-08,0,3.29433729478998e-06,0,0,2.75938247157187e-06,4.44802298138302e-06,7.59119991224092e-06,7.8421555544046e-06,1.96331788264049e-06,1.5127702811859e-05,0.000266023359554649,0.00118752128265988,2.53096462135424e-05,0.000325904506544919,1.74991957466409e-05,0.0003320575635935,7.84004819046447e-06,2.94269295412968e-06,5.75364701236218e-06,8.89895924585381e-06,6.1578176172715e-06,7.24565771998469e-06,1.80768680535265e-06,0.000205383049178843,3.64523911670039e-06,5.49034820089505e-06,0.139008111127221,0.16353050152198,0.0889976872071216,0.00780893336518178,0.174120429588849,0.127296126659954,0.12396206506007,0,1.30535368342682e-06,1.33005933709154e-06,0,2.39210204164543e-05,5.56808505592651e-06,1.62607118169502e-06,4.87842749362921e-06,2.29676154735834e-06,9.96652720382841e-06,0.000111978568167307,0.000141042629774903,1.0382224438186e-05,0.000141030409205836,2.17756387751963e-05,3.73200932184367e-06,3.17226944069507e-06,3.18524178213337e-06,5.66038081079396e-06
dihexose pk 1 (ex. sucrose, palatinose),0.000920889995650095,0.00369077005332158,0.00154962115458446,0.00412777735275976,0.00385282292233254,0.00158646741429997,0.00222964700742389,0.00199975028545954,0.00286978510549893,0.00202686207784955,0.00134988324298645,0.00223350009116479,0.00040676644085291,0.000471701557706939,0.000568173774381879,0.000358783357432253,0.000501463931581473,0.000847214711242692,0.00178938870103949,0.00190189389460732,0.000937510119104138,0.001916550548158,0.00176286666985077,0.00758827564184774,0.0094692045694401,0.0066166910700523,0.0070993441394982,0.00454089633615207,0.00788517252735697,0.00124731325968476,0.00126788781197761,0.0012229094186673,0.00110764618593869,0.00128053964986377,0.00132449589338959,0.00193667356883879,0.00170909846399508,0.00298708219880934,0.00213078819978458,0.00695564772369319,0.0029116450340219,0.0045089513977407,0.00234327151117077,0.00441616231477449,0.00311960217421679,0.00413087382364408,0.000863185439930476,0.00114633807627397,0.00069248391300381,0.000806542709536951,0.00206873583650988,0.00247002783957227,0.00302589637176499,0.00226262871290773,0.00176904797429664,0.00178439567353474,0.0142990646106233,0.0154353033966701,0.014189220168557,0.00886771490274647,0.01257557328277,0.00302708966257477,0.00188817230747002,0.00199798411081559,0.00238604090767157
dihexose pk 2 (ex. maltose, cellobiose),0.000920889995650095,0.00369077005332158,0.00154962115458446,0.00412777735275976,0.00385282292233254,0.00158646741429997,0.00222964700742389,0.00199975028545954,0.00286978510549893,0.00202686207784955,0.00134988324298645,0.00223350009116479,0.00040676644085291,0.000471701557706939,0.000568173774381879,0.000358783357432253,0.000501463931581473,0.000847214711242692,0.00178938870103949,0.00190189389460732,0.000937510119104138,0.001916550548158,0.00176286666985077,0.00758827564184774,0.0094692045694401,0.0066166910700523,0.0070993441394982,0.00454089633615207,0.00788517252735697,0.00124731325968476,0.00126788781197761,0.0012229094186673,0.00110764618593869,0.00128053964986377,0.00132449589338959,0.00193667356883879,0.00170909846399508,0.00298708219880934,0.00213078819978458,0.00695564772369319,0.0029116450340219,0.0045089513977407,0.00234327151117077,0.00441616231477449,0.00311960217421679,0.00413087382364408,0.000863185439930476,0.00114633807627397,0.00069248391300381,0.000806542709536951,0.00206873583650988,0.00247002783957227,0.00302589637176499,0.00226262871290773,0.00176904797429664,0.00178439567353474,0.0142990646106233,0.0154353033966701,0.014189220168557,0.00886771490274647,0.01257557328277,0.00302708966257477,0.00188817230747002,0.00199798411081559,0.00238604090767157
dihexose pk 3 (ex. trehalose),0.000550715817909411,0.00514056585246131,0.0012273084689809,0.00506428657450482,0.00549478580247083,0.00152169665389802,0.00244116744390955,0.0034195333760138,0.00368779719538147,0.0027075469594386,0.00129507838945902,0.00308030900676508,0.000722447984649321,0.000692063236631644,0.00102244230740501,0.000682026343442556,0.000859630555430503,0.000947076697014039,0.0014324264663042,0.00141436671702134,0.00122645987482524,0.00260503340728185,0.00123182121141545,0.00694020330335444,0.00580811095633299,0.00656961288595309,0.00570450877740308,0.00416439700381199,0.00573752529680264,0.00175499415997178,0.00156700381047817,0.00185687175683945,0.00170972083417627,0.00224551936429894,0.000981690531090473,0.00163054866818868,0.00151625421222947,0.00323453820472024,0.00124383208544226,0.00701170403710377,0.00260807066134107,0.00542734971644585,0.00183178913782139,0.00569791545883622,0.00322896421155314,0.00397926678823537,0.00180816505108103,0.00243373959466435,0.00118574394715191,0.00137122110829109,0.000919577703559646,0.00212447334315098,0.00337753467568987,0.00303162534545793,0.00166557380994553,0.00180237404670906,0.010914482901414,0.0130297507468568,0.0115717084282145,0.00740368604449077,0.00995739175256791,0.0038605283544418,0.00232899792969341,0.00291263006624636,0.00304537260040854
dopamine,3.45232847239489e-05,2.51731009963608e-05,3.87327639289697e-05,1.52962675912697e-05,2.52383783585581e-05,1.92566626445048e-05,4.17094562718429e-05,3.85960606291931e-05,3.48246629448979e-05,4.74785322930835e-05,1.76939025009989e-05,2.64866439487598e-05,0.000159410571054609,0.000246604458329566,0.000177221010990059,0.000152899781624605,0.000152430543241656,3.2891335077364e-05,9.15310585048993e-05,5.46752999414197e-05,8.58602141076535e-05,8.57074627819457e-05,0.000126177344090441,6.70093298160627e-05,7.72453987491124e-05,4.78815741651054e-05,5.85954200517841e-05,2.57261454173378e-05,4.16608165654902e-05,0.000163228575812898,0.000100224191998519,9.43596156524962e-05,0.000238399608199965,0.000133144332447741,3.14709121165113e-05,2.30029212267327e-05,3.69831292350452e-05,2.69719853304306e-05,2.59490563501747e-05,2.62215157691137e-05,3.22973418383471e-05,2.27640098183582e-05,3.05022029501702e-05,2.16590859072677e-05,2.29455012879695e-05,2.58277671192799e-05,0.000154898049689594,0.000693123659356909,6.37150327021073e-05,0.000183004347663219,6.70796243202501e-05,3.75634733067401e-05,6.34287285498536e-05,5.07323402970276e-05,2.33206588355149e-05,5.73302798353649e-05,6.72808562797367e-05,6.32500419483307e-05,4.46341743544743e-05,3.80489029698788e-05,4.14145462291814e-05,8.83026097980968e-05,0.000212855035330782,4.85825554401554e-05,0.000126063965598351
ectoine,2.13343360190085e-05,0.000135556179083311,0.000126861756288393,1.45590193683554e-05,9.87442121688288e-05,0.000129537161833589,0,4.03664834505966e-05,5.96305305958876e-05,0,0,7.25562361283632e-05,1.44603901092589e-05,3.04810787547779e-05,4.09816398729846e-05,2.88545771205429e-05,4.5359523679879e-05,0.000121973030438908,4.96540660333215e-05,5.05298105998026e-05,7.3858077358464e-05,0.000185130614986115,2.92658239310613e-05,1.93759837176431e-05,1.10111897602367e-05,5.3499355531894e-05,1.16272720851208e-05,3.33566375755675e-05,8.9408555026446e-06,2.99707771146649e-06,5.94940662418984e-05,4.49766581029497e-05,5.45284424808019e-06,6.75338908937799e-05,2.36180174108122e-05,2.2513309015245e-05,0.000127201352141792,2.83692111624229e-05,3.11664954163715e-05,6.6213766087221e-05,0,4.05395210533947e-05,2.16317530700028e-05,3.95962125003904e-05,3.47627123624683e-05,0,5.00019998478949e-05,2.87975571730492e-05,3.9395365266728e-05,0,0,5.7006576922473e-05,0.000103972492846451,0.000224635314759299,8.17020932036184e-05,1.15465371851761e-05,5.94755528997465e-06,1.19356525908776e-05,6.37243838701923e-05,3.59640329146431e-05,3.76092406787693e-05,2.59303906929053e-05,4.70541561500689e-05,2.79302980970873e-05,0
glucosaminic acid,0.00031396998518963,0.000461934929616947,0.000533754188735764,0.000236619357971761,0.00034623894087846,0.000739921613463685,0.000247279082393937,0.000268939711295532,0.000238892438956227,0.000227331731269111,0.000136764161172992,0.000236547709305047,0.000201915916525921,0.000138092607128838,0.000247850303092372,0.000227396748719119,0.000285771336613285,0.00221935434516826,0.00204250191187884,0.00259443719679392,0.00170647846508412,0.00167664588552204,0.00315098707991396,0.000937823059980289,0.00094460029251148,0.00138864389843319,0.00118453762212363,0.000962691289675992,0.000956699591130166,0.00130874849449287,0.00203607272393627,0.00151239736852426,0.00166341054740109,0.00209156268331193,0.000488990390675859,0.00028994017558468,0.00039971056468729,0.000450982504632194,0.000379115234445847,0.000660069042428248,0.000249586559279217,0.000501328169101848,0.000370761276564354,0.000403820778072043,0.000397865177466385,0.000376075274626072,0.000345929433660247,0.000268696536640018,0.000231527108559861,0.000294976493621933,0.00121054782757894,0.00149625241577952,0.00458511624383252,0.00158466201902749,0.00175823917041675,0.00153376707122522,0.00198012543855186,0.00197334769242118,0.0027414385238,0.00214253000899582,0.00215700986805088,0.00162113562296939,0.00176584955897057,0.00115435135327346,0.000992188498431645
glucuronic acid,0.000512176572460795,7.43576537584371e-05,0.000114841595975161,3.3139911243813e-05,5.14907062984493e-05,0.000125466653880099,1.8431359015035e-06,3.20107020654653e-06,1.54512943285751e-06,2.23612508075337e-06,1.13499228471078e-06,3.82143564375425e-06,7.16667009465682e-05,6.15512124923289e-05,6.46599976321997e-05,6.78472197679837e-05,7.90563179079973e-05,4.64146057634666e-05,5.66456199564946e-05,2.45748479702468e-05,1.30702630501617e-05,1.13914019484569e-05,5.26944491427475e-05,0.000194784340862697,6.54741264277278e-05,0.000222563478488646,6.80760161562004e-05,0.000117241190334172,7.06103700100823e-05,0.000565998414547429,0.000448476785971109,0.000262703749360574,0.000408949997961971,0.000406941062369249,0.000131786206909104,0.000106610240050517,0.000166722229772808,7.62156397325072e-05,0.000237970592391392,2.68030915510856e-05,2.96342985841047e-06,8.11146550332256e-06,0.000137292449545343,5.07566529069152e-06,3.92783663240166e-06,3.91261626097771e-06,7.06413584040667e-05,0.000113700663937876,2.28837658459937e-05,6.06276489701552e-05,2.63959704167167e-05,1.42018470253448e-05,1.78599330136895e-05,1.32875311213664e-05,2.04705171047994e-05,0.0001812343548049,7.46010475186508e-05,0.000206836821358133,0.000136289867738737,0.000173457084119031,7.39970189233747e-05,0.000300074547319451,0.000671915276653439,8.36949537048068e-05,0.000243225719929449
glutathione,1.912401028697e-05,1.21910751830416e-05,3.17868779179536e-05,0,4.56683329273404e-06,3.68118196236545e-05,7.4678740515076e-06,1.65336712998598e-05,1.40566714270731e-05,6.99046990001963e-06,5.66100436212946e-06,1.53771416572303e-05,4.13780303716684e-05,2.35417917827685e-05,1.01704670515037e-05,1.29440444121731e-05,1.22868351723728e-05,0.000246291223272751,0.000191204124406273,0.00018079251677929,0.000177710173236593,0.000113389473041913,0.000280241352416905,0.000491628000585917,0.000595179914714571,0.000451814935294824,0.000316346979708655,0.000403426533792884,0.000634321996072923,0,0,0,0,1.19444720172556e-06,1.1159378114451e-05,1.13663066478773e-06,1.10373120998277e-05,8.61930292400963e-07,4.91394631760481e-06,9.71071507177433e-06,3.05483227169792e-06,1.58644403454675e-05,2.97124985957674e-06,6.04835853938433e-06,1.42469569552701e-05,1.1486553196109e-05,5.88557813106449e-06,0,8.22079494696823e-05,1.00268074971549e-05,0.000136588110236673,7.20574133111274e-05,8.4826377578571e-05,6.46919828863773e-05,7.6426380547888e-05,0.000104589911608128,0.000278953170666498,0.000324334078316568,0.000222338777925872,0.000244057411169572,0.000272618218044494,0,1.03430726129979e-05,0,0
glyceraldehyde and/or lactic acid,0.000315212927998566,0.000377977997860038,0.00154210956117661,0.000203371840737862,0.000302838041283339,0.000845321178547491,7.45380977381124e-05,0.000173314532311328,0.000229757838037357,9.1625154870187e-05,7.04001341403009e-05,0.000194422034669227,0.000378767754804437,0.000305218324109702,0.00030367710788989,0.000362100468581838,0.00031011531921257,0.0008905899117284,0.000836082477210005,0.00156293262251185,0.000441798625767561,0.000472964826865371,0.000546106139174193,0.00343122796436935,0.00270881881907701,0.00278381845112092,0.00438589033120766,0.00262837209822687,0.00417390297027282,0.000295216247336104,0.000560863734035277,0.000337884313692773,0.000275202807447744,0.000425203190966367,0.00060322631531367,0.000212398107842248,0.000400416333959116,0.000350265770897312,0.000294975179536784,0.000234445945342742,8.09700087552658e-05,0.00021441919044467,0.00021920175434209,0.000154989124352579,0.000226693243924333,0.000148681772910473,0.000296809941605019,0.000187729273144969,0.000273092067277448,0.000195015400522822,0.000961149041411911,0.000564885140116757,0.000666182087953533,0.000663377042095056,0.000721711675660183,0.000594335650665386,0.00246107666783594,0.00370904449844533,0.00250230602416457,0.00303856678300133,0.00175175964372414,0.000350836354189658,0.000393819345496203,0.000327664518997479,0.000267610535992436
glyceric acid and or isomers,0.00266088601919871,0.0208288176080449,0.00650120935274489,0.00490929284960586,0.00863609526491572,0.00851441018794261,0.00166448847689709,0.00305498016442833,0.00507217477288624,0.00133395159919745,0.00157934454064022,0.00289026586330169,0.00186212688694816,0.0017814934369173,0.0016696359025618,0.00202481680476328,0.00222603156789182,0.0158747815526242,0.00669879323952524,0.0118364177028231,0.00983224849158209,0.0198694330033375,0.00606254471278974,0.00487403914612142,0.00262067675521689,0.00695179965825257,0.00395078165792931,0.00683439875935071,0.00430181814035647,0.000809976416677368,0.00151609205662348,0.00227966181788024,0.000866522039157079,0.00116712526718352,0.00495870641153982,0.00381782458354236,0.00539274055203501,0.0120759516197153,0.00308892959721445,0.00456192405166995,0.00131024252551411,0.00390454673504055,0.00405241687523111,0.0030653696079562,0.00505300328227731,0.00202700801585555,0.00171783141595979,0.000791206483843409,0.00107655301692577,0.00119849523795929,0.00544668357959664,0.0067785095275375,0.0141146882739818,0.0114754906419403,0.0145995883624089,0.00868556099243381,0.00363357048716253,0.00543896142101296,0.00529535138818778,0.00508582101794491,0.00454860763302106,0.000855848814793258,0.00160571045079249,0.000620812044450845,0.000155067956941942
glycine,4.02981142106013e-05,7.07850859714485e-05,7.35398967575921e-05,2.97211432557414e-05,5.28321934644625e-05,0.000101492635200782,2.27651715178315e-05,2.45130291912201e-05,2.79509623482304e-05,1.98991689656435e-05,2.19945405655068e-05,2.71752169828738e-05,6.3694094438864e-05,6.36252349807418e-05,8.29818192385025e-05,6.94503528218276e-05,7.08479898021999e-05,0.000309974315646286,0.000258351215937061,0.000192697013428342,0.00034964237529487,0.000380911411809591,0.00039818802887249,0.000268069926628176,0.000147234341817872,0.00018213125663695,0.000252861936794976,0.000233142823596973,0.000257024129847297,2.62334223239239e-05,5.8062930391806e-05,5.02746760006783e-05,4.40182177754639e-05,4.97080840775259e-05,4.36872487363083e-05,2.59765455549281e-05,4.56705863024028e-05,4.68053130671486e-05,5.02044117027799e-05,4.80290292774928e-05,2.66318313902203e-05,2.43091081806298e-05,5.21765395984597e-05,2.76148876869557e-05,3.41006654119154e-05,2.50995520564253e-05,7.54124561079435e-05,0.000107723841931555,3.83419566115983e-05,5.44265271402789e-05,0.000103580823111674,8.29449733641202e-05,0.000284709190703391,0.000303759956269325,0.000357868089631983,0.000288056702252299,0.000114857417705027,0.000164008181285609,0.000117498965038703,0.000160400409054826,7.71821360095629e-05,4.28832865253947e-05,6.4098364924531e-05,3.11112536107082e-05,2.61289189030804e-05
