"","root-EOD-Arabidopsis-1-451-3-R","root-EOD-Arabidopsis-2-452-3-R","root-EOD-Arabidopsis-3-453-3-R","root-EOD-Arabidopsis-4-454-3-R","root-EOD-Arabidopsis-5-455-3-R","root-EOD-Arabidopsis-6-456-3-R","root-EOD-Brachy-1-433-3-R","root-EOD-Brachy-2-434-3-R","root-EOD-Brachy-3-436-3-R","root-EOD-Brachy-4-437-3-R","root-EOD-Brachy-5-438-3-R","root-EOD-Brachy-6-439-3-R","root-EOD-Medicago-1-442-3a-R","root-EOD-Medicago-2-442-3b-R","root-EOD-Medicago-3-444-3a-R","root-EOD-Medicago-4-449-3a-R","root-EOD-Medicago-5-449-3b-R","root-EON-Arabidopsis-1-451-4-R","root-EON-Arabidopsis-2-452-4-R","root-EON-Arabidopsis-3-453-4-R","root-EON-Arabidopsis-4-454-4-R","root-EON-Arabidopsis-5-455-4-R","root-EON-Arabidopsis-6-456-4-R","root-EON-Brachy-1-433-4-R","root-EON-Brachy-2-434-4-R","root-EON-Brachy-3-436-4-R","root-EON-Brachy-4-437-4-R","root-EON-Brachy-5-438-4-R","root-EON-Brachy-6-439-4-R","root-EON-Medicago-1-442-4c-R","root-EON-Medicago-2-444-4b-R","root-EON-Medicago-3-444-4c-R","root-EON-Medicago-4-449-4c-R","shoot-EOD-Arabidopsis-1-451-3-S","shoot-EOD-Arabidopsis-2-452-3-S","shoot-EOD-Arabidopsis-3-453-3-S","shoot-EOD-Arabidopsis-4-454-3-S","shoot-EOD-Arabidopsis-5-455-3-S","shoot-EOD-Arabidopsis-6-456-3-S","shoot-EOD-Brachy-1-433-3-S","shoot-EOD-Brachy-2-434-3-S","shoot-EOD-Brachy-3-436-3-S","shoot-EOD-Brachy-4-437-3-S","shoot-EOD-Brachy-5-438-3-S","shoot-EOD-Brachy-6-439-3-S","shoot-EOD-Medicago-1-442-3a-S","shoot-EOD-Medicago-2-442-3b-S","shoot-EOD-Medicago-3-444-3a-S","shoot-EOD-Medicago-4-449-3a-S","shoot-EOD-Medicago-5-449-3b-S","shoot-EON-Arabidopsis-1-451-4-S","shoot-EON-Arabidopsis-2-452-4-S","shoot-EON-Arabidopsis-3-453-4-S","shoot-EON-Arabidopsis-4-454-4-S","shoot-EON-Arabidopsis-5-455-4-S","shoot-EON-Arabidopsis-6-456-4-S","shoot-EON-Brachy-1-433-4-S","shoot-EON-Brachy-2-434-4-S","shoot-EON-Brachy-3-436-4-S","shoot-EON-Brachy-5-438-4-S","shoot-EON-Brachy-6-439-4-S","shoot-EON-Medicago-1-442-4c-S","shoot-EON-Medicago-2-444-4b-S","shoot-EON-Medicago-3-444-4c-S","shoot-EON-Medicago-4-449-4c-S","id2","HMDBID","KEGGID","Descrip","Kingdom","Super_class","Class","Sub_class","CAS","DTXSID","DTXCID","SID","CID","KEGG","ChEBI","Drugbank","Name"
"histamine",3.75204039446824e-05,9.03087965384526e-05,7.14625142255467e-05,7.36071727198134e-05,7.17147546302726e-05,9.25820382752744e-05,6.75039229745513e-06,1.92569135495519e-05,1.18427833920641e-05,7.00584538349927e-06,1.17867225679914e-05,1.23729499672614e-05,2.41681395448855e-05,1.29409940518259e-05,2.1081979270908e-05,3.10862931085416e-05,3.09843043532132e-05,3.65462130279482e-05,3.33596852701922e-05,4.57421147124589e-05,9.09595302336183e-05,6.0694309081208e-05,1.89946677227004e-05,6.64615711723733e-06,2.07267357090463e-05,2.73933293041338e-05,1.85311305751792e-05,1.12733785506946e-05,1.41904089918491e-05,2.40843855041426e-05,1.89483324518288e-05,1.43490128953743e-05,1.2408210020907e-05,0.000122746400386839,0.000108945602163712,0.000120234263517021,0.000124867040565231,0.000119408824320768,0.000131464060766878,0.000570234567565818,0.000310388603419491,0.000416074387260621,0.000262291836390818,0.000400230577921152,0.00026567371617325,3.44676936615738e-05,2.93329890845477e-05,4.03006338370751e-05,5.87959055774197e-05,5.69666381396046e-05,0.000119849972956911,0.000114596491349843,0.000139069408089244,0.000137669999840121,0.000103243841822534,0.000122067048848354,0.000456143185503427,0.000573227824643362,0.00074574658027446,0.000509202533945369,0.000441647807599831,7.03556990981823e-05,3.49594437742825e-05,2.68833672080467e-05,3.97886595072419e-05,"histamine","HMDB0000870","C00388","belongs to the class of organic compounds known as 2-arylethylamines. These are primary amines that have the general formula RCCNH2, where R is an organic group.","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","51-45-6","DTXSID4023125","DTXCID103125","315673732","   774","C00388","18295","DB05381","Histamine"
"histidine",0.000584743923383012,0.00202182147444061,0.00373472295128652,0.000141661983543432,0.00188463582615253,0.00611257642773082,0.000235029726826207,0.000709232104763602,0.00106031663571492,0.000157721843643457,0.000211010063066039,0.000965814440773425,0.000869476373372496,0.000657512574314415,0.000719243535064612,0.000905027827237621,0.0011348062592686,0.00130043630969136,0.000405324055444859,0.00319602458629471,0.000607098392776138,0.00111174539343558,0.00372846911566188,0.000274941172089793,0.00149989862954726,0.00107382873377454,0.00161937325280774,0.00552419925479183,0.00055390628782058,0.000633666205338262,6.50185290093593e-05,0.00109275431963125,0.000186177439563602,0.00360511005997987,0.000839351061295655,0.00402992552669928,0.000723845856473388,0.00269236875740931,0.00109854839106632,0.000909782472753901,0.000667263204073703,0.0035029202035656,0.000741799279671028,0.00392977199179788,0.000743608339041978,0.000278469710105891,0.00141632929651831,0.00267561568649202,0.000281336588539323,0.00157592923279338,0.000734382173791665,0.000714635295270984,0.00292822100939785,0.0023148668708155,0.00471212852437683,0.000654810944614626,0.00152998912355952,0.00188502485030061,0.00952674823629116,0.00679888474457329,0.00751358185893262,0.000773044192357396,0.000632084156890862,0.00104900347398071,0.000240066833982793,"histidine","HMDB0000177",NA,NA,NA,NA,NA,NA,"71-00-1","DTXSID9023126","DTXCID503126","315673733","  6274","C00135","15971","DB00117","Histidine"
"histidinol",0.0149985720930499,0.00115592122100947,0.0109262386001083,0.000254272235503313,0.000492214854846552,0.000861709738063773,0.0566964608382448,0.0371877969694208,0.0552591287756342,0.0568081579385566,0.0988996859228452,0.0416250734069079,0.04752740758051,0.0382968918070592,0.0504643167300322,0.06584564035761,0.0572037095268648,0.0467026427126656,0.0117874049300647,0.0100043140008035,0.00161605109940565,0.010459856796441,0.028531244057711,0.0365595810248957,0.00977555685307125,0.023971652564175,0.0253674346143509,0.0509322020405766,0.0205084396619195,0.031529279916032,0.0676790584245823,0.0273187270459682,0.0683294509582949,0.0380603795183795,0.0207966447701413,0.0155915795261022,0.00361097626339925,0.00246782630469596,0.0542497797592064,0.110212026313715,0.0553382938779716,0.0812974263354903,0.103017271491326,0.0865195909656845,0.11041479810954,0.0918209593974346,0.0505728955088403,0.0551859174721109,0.0955358277857574,0.0597279519006192,0.0119143552060901,0.00660911937405281,0.00601465269387506,0.00729304247054457,0.0220012261745055,0.0264039871135954,0.0358150001529941,0.0374490453860279,0.0229504761699761,0.0462549249917244,0.0253501920127667,0.0283636193430315,0.0151959713546007,0.0322125466866425,0.0457140052352684,"histidinol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"homoserine",0.00121052207106519,0.0059920309328127,0.00646494943843159,0.00190946425652241,0.00596468421601997,0.00567141981449041,0.00154159826151988,0.00327852109932487,0.00470297553195778,0.00154184403369529,0.00119109925871033,0.00383411549380199,0.00161699890280061,0.00148161167656133,0.00207519300160564,0.00167168944603114,0.00186710495984913,0.00135317619896097,0.00138658785588549,0.00339386035464167,0.00162534900245743,0.00135286366162327,0.00577856972110796,0.00160509084798488,0.00462056048077377,0.00167515109194889,0.00438427232330386,0.00595990494333782,0.00188848316643225,0.00226872760153947,0.00104368596814422,0.00134924436697891,0.000801481258831247,0.00823679750917083,0.00193039449907294,0.00547326702382238,0.00185151581823691,0.0065370198845713,0.00194358492363854,0.00141340796233384,0.000979574974879158,0.00611935997947216,0.0015282389773232,0.00871243301681874,0.00138780135317355,0.00078810862978569,0.00207191468736657,0.00277293784977803,0.000830411778797784,0.00237275365791918,0.000930666957605356,0.00155149454143809,0.00513748219033035,0.00611714093873684,0.00459564654090903,0.00155425211812588,0.0015864956842585,0.00167105672329959,0.00942721869182752,0.00857191011850423,0.00835778838648082,0.00281289360621286,0.0016493518248324,0.00246994228017962,0.000963147141011793,"homoserine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hydroxycinnamic acid",0.00121052207106519,0.0059920309328127,0.00646494943843159,0.00190946425652241,0.00596468421601997,0.00567141981449041,0.00154159826151988,0.00327852109932487,0.00470297553195778,0.00154184403369529,0.00119109925871033,0.00383411549380199,0.00161699890280061,0.00148161167656133,0.00207519300160564,0.00167168944603114,0.00186710495984913,0.00135317619896097,0.00138658785588549,0.00339386035464167,0.00162534900245743,0.00135286366162327,0.00577856972110796,0.00160509084798488,0.00462056048077377,0.00167515109194889,0.00438427232330386,0.00595990494333782,0.00188848316643225,0.00226872760153947,0.00104368596814422,0.00134924436697891,0.000801481258831247,0.00823679750917083,0.00193039449907294,0.00547326702382238,0.00185151581823691,0.0065370198845713,0.00194358492363854,0.00141340796233384,0.000979574974879158,0.00611935997947216,0.0015282389773232,0.00871243301681874,0.00138780135317355,0.00078810862978569,0.00207191468736657,0.00277293784977803,0.000830411778797784,0.00237275365791918,0.000930666957605356,0.00155149454143809,0.00513748219033035,0.00611714093873684,0.00459564654090903,0.00155425211812588,0.0015864956842585,0.00167105672329959,0.00942721869182752,0.00857191011850423,0.00835778838648082,0.00281289360621286,0.0016493518248324,0.00246994228017962,0.000963147141011793,"hydroxycinnamic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hypoxanthine",3.75204039446824e-05,9.03087965384526e-05,7.14625142255467e-05,7.36071727198134e-05,7.17147546302726e-05,9.25820382752744e-05,6.75039229745513e-06,1.92569135495519e-05,1.18427833920641e-05,7.00584538349927e-06,1.17867225679914e-05,1.23729499672614e-05,2.41681395448855e-05,1.29409940518259e-05,2.1081979270908e-05,3.10862931085416e-05,3.09843043532132e-05,3.65462130279482e-05,3.33596852701922e-05,4.57421147124589e-05,9.09595302336183e-05,6.0694309081208e-05,1.89946677227004e-05,6.64615711723733e-06,2.07267357090463e-05,2.73933293041338e-05,1.85311305751792e-05,1.12733785506946e-05,1.41904089918491e-05,2.40843855041426e-05,1.89483324518288e-05,1.43490128953743e-05,1.2408210020907e-05,0.000122746400386839,0.000108945602163712,0.000120234263517021,0.000124867040565231,0.000119408824320768,0.000131464060766878,0.000570234567565818,0.000310388603419491,0.000416074387260621,0.000262291836390818,0.000400230577921152,0.00026567371617325,3.44676936615738e-05,2.93329890845477e-05,4.03006338370751e-05,5.87959055774197e-05,5.69666381396046e-05,0.000119849972956911,0.000114596491349843,0.000139069408089244,0.000137669999840121,0.000103243841822534,0.000122067048848354,0.000456143185503427,0.000573227824643362,0.00074574658027446,0.000509202533945369,0.000441647807599831,7.03556990981823e-05,3.49594437742825e-05,2.68833672080467e-05,3.97886595072419e-05,"hypoxanthine","HMDB0000157",NA,NA,NA,NA,NA,NA,"68-94-0","DTXSID8045983","DTXCID6025983","315681605","   790","C00262","17368","DB04076","Hypoxanthine"
"indole-3-acetic acid",0.0149985720930499,0.00115592122100947,0.0109262386001083,0.000254272235503313,0.000492214854846552,0.000861709738063773,0.0566964608382448,0.0371877969694208,0.0552591287756342,0.0568081579385566,0.0988996859228452,0.0416250734069079,0.04752740758051,0.0382968918070592,0.0504643167300322,0.06584564035761,0.0572037095268648,0.0467026427126656,0.0117874049300647,0.0100043140008035,0.00161605109940565,0.010459856796441,0.028531244057711,0.0365595810248957,0.00977555685307125,0.023971652564175,0.0253674346143509,0.0509322020405766,0.0205084396619195,0.031529279916032,0.0676790584245823,0.0273187270459682,0.0683294509582949,0.0380603795183795,0.0207966447701413,0.0155915795261022,0.00361097626339925,0.00246782630469596,0.0542497797592064,0.110212026313715,0.0553382938779716,0.0812974263354903,0.103017271491326,0.0865195909656845,0.11041479810954,0.0918209593974346,0.0505728955088403,0.0551859174721109,0.0955358277857574,0.0597279519006192,0.0119143552060901,0.00660911937405281,0.00601465269387506,0.00729304247054457,0.0220012261745055,0.0264039871135954,0.0358150001529941,0.0374490453860279,0.0229504761699761,0.0462549249917244,0.0253501920127667,0.0283636193430315,0.0151959713546007,0.0322125466866425,0.0457140052352684,"indole-3-acetic acid","HMDB0000197","C00954","belongs to the class of organic compounds known as indole-3-acetic acid derivatives. Indole-3-acetic acid derivatives are compounds containing an acetic acid (or a derivative) linked to the C3 carbon atom of an indole.","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","87-51-4","DTXSID5020738","DTXCID70738","315671684","   802","C00954","16411","DB07950","Indole-3-acetic acid"
"inosine",0.000140289420899617,0.000157346903755032,0.000413888292812518,3.94767859925346e-05,7.74272312354223e-05,0.000583677694745425,3.326315375093e-05,6.53122389533055e-05,9.18355291372082e-05,3.19307380454152e-05,4.90495364697363e-05,6.83797686100994e-05,6.02247016918514e-05,3.14672679145997e-05,6.69650293676909e-05,8.65986295347018e-05,0.000101278143847562,0.000104480626678463,7.25425260153403e-05,0.000151672064329198,7.16326590759666e-05,9.99682068102181e-05,9.98539645181612e-05,2.12291133662356e-05,4.24870858094127e-05,5.78294318192842e-05,5.51067987849024e-05,7.98773793780508e-05,4.53357975704286e-05,3.49119813731444e-05,1.01737126419385e-05,2.21778914086827e-05,2.05680906143248e-05,0.00135608174404504,0.000584528892331759,0.000848019368062695,0.000275694837377068,0.000356422327967659,0.000955582283317095,0.000472770165822881,0.000368269306980625,0.000760132983582301,0.000238990052441666,0.000749043355459235,0.000425780906378653,0.000174535200326221,0.000192090879337686,0.000308607519309846,0.000192811117013506,0.000319211596776147,0.000225508941139093,0.000144118780564409,0.000336631286619174,0.000267697486551891,0.000334089054770975,0.000283438620938161,0.000244148333859546,0.000562259184098212,0.000384591468032927,0.000802664663798655,0.000444257011637078,0.000171555309299327,0.000172366792082455,0.000208442703644455,0.00011146001673933,"inosine","HMDB0000195",NA,NA,NA,NA,NA,NA,"58-63-9","DTXSID2045993","DTXCID0025993","315681612","  6021","C00294","17596","DB04335","Inosine"
"isoleucine",3.30835407945537e-06,5.8037747985315e-06,3.10559740101362e-06,5.95359821428892e-06,5.36721794515967e-06,4.7815102128417e-06,9.0299334474396e-06,1.15828923838685e-05,1.41803281738781e-05,1.7916507524808e-05,1.21711605163655e-05,1.91130365508814e-05,2.26368587111709e-05,2.45455255462437e-05,2.31826239947072e-05,4.36154164771876e-05,3.36675731014101e-05,3.98649136849269e-06,3.93073369439925e-06,3.58427550656941e-06,3.98521191370955e-06,2.90101319768064e-06,1.73666219904712e-05,1.35044150009173e-05,2.31772010006324e-05,5.41115324161626e-06,2.65455964635625e-05,1.80099209217251e-05,1.36019425188741e-05,2.36091186211826e-05,3.93262150230372e-05,1.59105116787893e-05,1.7884592675205e-05,1.7413314636057e-05,7.50677756138899e-06,1.52892994509323e-05,1.09620404174983e-05,1.76703980406163e-05,6.84556765765481e-06,3.34569353110839e-05,8.92825714349939e-06,0.000155824824699573,1.62276767447859e-05,0.00012081994666017,1.10804012696817e-05,8.5961701718822e-06,2.98745796511241e-05,5.01079898109919e-05,1.42865722522564e-05,3.946721102838e-05,1.01963334378436e-05,7.92944768511487e-06,1.77704723382563e-05,1.92421054431075e-05,2.01644863630658e-05,1.3271527553557e-05,2.7872951366552e-05,2.75107616119073e-05,0.000127362070421637,0.000186694526989463,6.63358649982886e-05,4.36671169969865e-05,4.20547253315254e-05,1.59112968778913e-05,1.21311091094889e-05,"isoleucine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"isomer of deoxycarnitine",4.49941485305175e-05,0.000110848640497211,8.35481846313708e-05,0.000150693530699408,2.30880561686922e-05,0.000224574307705875,2.08662051818903e-05,2.11362169283554e-05,2.02581564714294e-05,2.19266625068264e-05,8.48575875887809e-06,2.74856657298437e-05,2.59645971262915e-06,4.12179289947468e-06,3.70136072697942e-05,1.64085471185351e-05,5.31514658727602e-06,1.89955845034608e-05,2.85469656122637e-05,2.59742546406999e-05,5.76325589699412e-05,4.15981231103647e-05,2.40649664758207e-05,2.6837861304958e-05,4.40953364310191e-05,2.80560246347744e-05,1.74169877011841e-05,3.23128661825416e-06,4.68341345610123e-05,1.58131346479281e-05,2.99561848150888e-05,1.25603806741548e-06,1.07819167527499e-05,5.52610991519061e-06,8.58053542446101e-05,0.0001092411103835,8.5693712971409e-06,2.33147607749673e-05,3.45033097950119e-05,0.000927741616335308,0.0033467646961566,0.00152743109187543,0.00123604400897109,0.00134144578328141,0.00132997828091903,6.79450852348542e-05,3.704688142144e-05,2.1116552688994e-05,9.74976662229063e-05,1.28032631061985e-05,7.26276422178051e-05,2.30771679679125e-05,1.55739811726328e-05,1.20204776158234e-05,4.05403642580756e-05,4.58240771630235e-05,0.00105474975347566,0.00137454090593436,0.00204204982232993,0.00155851127356413,0.000756725366196398,5.13641630766103e-05,0.000148657581901927,2.73618303153502e-05,4.38195355785486e-05,"isomer of deoxycarnitine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kynurenine",0.000104029955901183,7.59789292085745e-05,6.49166031069114e-05,7.50154918293387e-05,6.05451342693053e-05,6.36163905482529e-05,7.79061432482781e-05,6.54896827909862e-05,5.98059843914875e-05,7.02197839167854e-05,0.000126034348320432,5.24369857710665e-05,8.94953883850948e-05,8.87807672775846e-05,8.62324310797638e-05,0.000124592125670445,9.84111358645353e-05,0.000111264449749261,0.000100148998343859,8.11190541217458e-05,9.37657993564124e-05,0.000110599480357635,6.12886612938036e-05,5.4525002380606e-05,3.82173526530837e-05,8.40875860740359e-05,5.56769347412093e-05,6.3050430241633e-05,5.30321611663195e-05,8.54157080619408e-05,0.000119745734299375,6.58454393293701e-05,0.00012138160780532,0.00116025782063667,0.000740250179548132,0.00113322130128044,0.000540019672521264,0.000593497447168228,0.000863193509733605,6.19853666770806e-05,3.16643619037719e-05,7.06637925276134e-05,5.07992807769061e-05,0.000110219899496943,6.07504175425004e-05,0.000172268416730193,0.000109310721684861,0.000287323527130881,0.000243078070402234,0.000260035931925236,0.000301840523052619,0.000376752232399384,0.000277858934322609,0.000170023383435884,0.000409183655896442,0.000330602581650351,1.86199436614463e-05,2.17236346946509e-05,2.38897998612695e-05,5.52899568729061e-05,2.38102012202101e-05,9.76062514675221e-05,8.24993829213039e-05,8.56398104621732e-05,0.000154610087075301,"kynurenine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"leucine and/or norleucine",0.000104029955901183,7.59789292085745e-05,6.49166031069114e-05,7.50154918293387e-05,6.05451342693053e-05,6.36163905482529e-05,7.79061432482781e-05,6.54896827909862e-05,5.98059843914875e-05,7.02197839167854e-05,0.000126034348320432,5.24369857710665e-05,8.94953883850948e-05,8.87807672775846e-05,8.62324310797638e-05,0.000124592125670445,9.84111358645353e-05,0.000111264449749261,0.000100148998343859,8.11190541217458e-05,9.37657993564124e-05,0.000110599480357635,6.12886612938036e-05,5.4525002380606e-05,3.82173526530837e-05,8.40875860740359e-05,5.56769347412093e-05,6.3050430241633e-05,5.30321611663195e-05,8.54157080619408e-05,0.000119745734299375,6.58454393293701e-05,0.00012138160780532,0.00116025782063667,0.000740250179548132,0.00113322130128044,0.000540019672521264,0.000593497447168228,0.000863193509733605,6.19853666770806e-05,3.16643619037719e-05,7.06637925276134e-05,5.07992807769061e-05,0.000110219899496943,6.07504175425004e-05,0.000172268416730193,0.000109310721684861,0.000287323527130881,0.000243078070402234,0.000260035931925236,0.000301840523052619,0.000376752232399384,0.000277858934322609,0.000170023383435884,0.000409183655896442,0.000330602581650351,1.86199436614463e-05,2.17236346946509e-05,2.38897998612695e-05,5.52899568729061e-05,2.38102012202101e-05,9.76062514675221e-05,8.24993829213039e-05,8.56398104621732e-05,0.000154610087075301,"leucine and/or norleucine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lumichrome",1.24558826263881e-05,2.02225120877823e-05,1.78085879084183e-05,2.95446072511295e-05,5.37108628003708e-06,4.64815989894208e-05,5.10892512416432e-05,4.09654027877017e-05,4.44644061906342e-05,5.40419262269186e-05,2.53886662728793e-05,4.11364378019572e-05,1.02642952401964e-05,1.18604792418137e-05,1.91633381783707e-05,1.46536377709193e-05,2.85926551080348e-05,5.68427478747724e-06,1.20422876728327e-05,6.01675056249537e-06,1.53121215687781e-05,1.01716955112739e-05,3.26113181481369e-05,5.732944398478e-05,5.63214426052641e-05,1.94619943495377e-05,3.80822982058362e-05,2.00751087581142e-05,8.2922133951646e-05,1.89436398713575e-05,7.22618156402786e-05,7.80926082286884e-06,1.69453708351384e-05,1.59252469758523e-05,5.35050777930621e-05,5.39379555861351e-05,2.1229885835978e-05,2.41359327287578e-05,7.26443315185738e-05,0.000357690319401672,0.00176663945562215,0.000431478876763725,0.000568682145127379,0.000616486166649641,0.00053850882910454,5.52730543599911e-05,3.13193607082011e-05,2.60191521443417e-05,0.000110834134320806,1.70961281957791e-05,2.50489222929538e-05,2.39832961424447e-05,2.15299674837923e-05,1.5506116591257e-05,2.5718921544562e-05,4.77556760747133e-05,0.000528106846135385,0.000744066525485875,0.000708948344445183,0.000718841323190095,0.000354708205153882,4.02263886856902e-05,0.000161839971625305,2.34496627792727e-05,5.31733148969069e-05,"lumichrome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lysine",3.31670963046356e-08,8.22529444571639e-05,6.31701690535169e-05,0,6.62585751457939e-05,4.46861538142814e-05,0,4.41286826558888e-05,4.31420106018015e-05,0,4.07143660819578e-06,0,5.59572311276178e-05,3.59307474295902e-05,0,2.02543904004855e-05,3.66067218893728e-05,0,0,3.84090749185415e-05,3.45958154424373e-08,0,5.03924437620889e-05,2.28240655877142e-07,4.66071737572996e-05,0,3.7486089236361e-05,3.91235386829685e-05,0,2.2806757409929e-05,0,1.40260058288939e-05,4.61876957566176e-08,0.00107595865871545,0,0.000618852390662461,0,0.000298436411753253,0,3.13754394941461e-06,0,0.000398128697170496,0,0.00064295273463044,3.31975389166891e-05,1.87262803327488e-06,2.4441555907023e-05,3.17955592716429e-05,6.73758440271909e-07,2.45027296856454e-05,1.01875783236973e-05,0,0.00013702909299903,5.35397666743561e-05,9.08621678412727e-05,0,0,0,0.000269406257329475,1.30227906093404e-05,0.000231528106552012,8.57825760843256e-06,1.68395920529959e-05,0,0,"lysine","HMDB0000182","C00047","belongs to the class of organic compounds known as l-alpha-amino acids. These are alpha amino acids which have the L-configuration of the alpha-carbon atom.","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","56-87-1","DTXSID6023232","DTXCID403232","315673829","  5962","C00047","18019","DB00123","Lysine"
"maleamic acid",0.0339480629308942,0.0725905374365418,0.0534534305762416,0.0413383189640654,0.0616611660315048,0.0542167651052109,0.0286219540225238,0.0356680118617429,0.0599361918618831,0.024958210511657,0.0331295203856293,0.048185987457534,0.0137750478922135,0.0114353061560563,0.0115599237486138,0.0163386162831176,0.017099138205025,0.0461253412200952,0.057856423071108,0.0673078189434776,0.0662963065843113,0.0507185408616545,0.0578789466671504,0.0269410819534934,0.0446811944589792,0.0473740446739559,0.0337021498192933,0.073973197605503,0.0334950665227355,0.00928103084353697,0.0032623637911794,0.0107356720377309,0.00864705759344277,0.152392786494083,0.109991214936857,0.0760765544346542,0.161489945472376,0.191246826674032,0.101885033701271,0.0131715226749139,0.0108600808180958,0.0236155800111186,0.0131626397828796,0.0237259999539356,0.0143741665051919,0.00824550636408261,0.0246763453148502,0.0155326995385087,0.00561781597148401,0.00717851856254542,0.0845375814737972,0.0969564437457494,0.125316994506953,0.142997439019768,0.15602816698681,0.109672663996441,0.00847664946372346,0.0112866898962063,0.0174617860650507,0.0157440319187269,0.0221198881429218,0.00858587906438217,0.00718311167165153,0.0047004865815872,0.00398089572388096,"maleamic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"malonic acid",0.000326994480445613,0.00303130415133648,0.00226329213818749,0.00077547287383874,0.00368602430113303,0.00191196409097734,0.000697893450063807,0.00383100944540004,0.00516350353691538,0.000822677990639983,0.000546867970630165,0.00354122855810203,0.00291105536479193,0.0025604118877501,0.00264746021089201,0.00359106673412596,0.00353302597208481,0.000294656662917079,0.00044389022049594,0.0014207670269502,0.000397074326611045,0.000353146547297332,0.00347488225432603,0.000771028663958062,0.00391204403749165,0.000583225015153885,0.00429379750212141,0.00461699965177303,0.000864996460204504,0.00246245511854412,0.000601004188764019,0.00221392788455884,0.000622614553572143,0.00486256556410574,0.000452030854744467,0.00212297803602459,0.000652208529966428,0.00538807440775328,0.0004564576475254,0.000199192382135466,0.000200271495051252,0.00391847604202016,0.000237496659118674,0.00577902236504867,0.00016743332467574,0.000135269999766842,0.00323949449796536,0.00240281825416961,0.000187138644450169,0.0021463756508279,6.48730883075892e-05,0.000128458854006465,0.00247204675251525,0.00320273394249621,0.0018619619955127,0.000231778251913412,0.000232100065826066,0.000215921286766707,0.00500664444813631,0.0045366291404275,0.0045694264403319,0.00170595205808803,0.000774197527504056,0.000999552767448702,0.000182528245993506,"malonic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"methyl indole-3-acetic acid",0.000213031400633287,0.0014120470043654,0.000803777306863512,0.000142226375376437,0.00097977555633857,0.0026358261015335,4.73190439952014e-05,0.000160089661741694,0.000162415997671067,3.73601473792607e-05,2.03126970015283e-05,0.00025085752570318,0.000688114593034017,0.000344729372249289,0.000475835313860124,0.000583363408830238,0.00100268690056159,0.000210069799925149,0.000113315239200411,0.000930174710655642,0.000226952983318388,0.000225363723980461,0.00109393606981488,3.2385696608797e-05,0.000321152267913107,0.000184314367188436,0.00024377642807454,0.000585537542402377,6.18365728912981e-05,0.000392385454294959,5.20116811313464e-05,0.000352581137526906,0.00011718279019336,0.000229482709442886,8.54216851692208e-05,0.00081513200396082,6.15090707362495e-05,0.00020274105096891,0.000168270053811789,0.000293578443583269,0.000638139558938187,0.00142657063314405,0.00043911705285519,0.00209624440063272,0.00031157598490867,3.32321429697024e-05,0.000403715591868561,0.000272712179942635,3.97352122308531e-05,0.000239831616707297,0.000119041897315013,6.00500484846569e-05,0.000298766665156163,0.000366457688181778,0.000375502008980368,7.99043997487178e-05,0.000467694370701789,0.000545055770460329,0.00230040552349797,0.0035353041428023,0.00157753348031702,0.000251780849640614,0.000133515810406178,0.000735397104391884,9.56380391572524e-05,"methyl indole-3-acetic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
