"","exudate.EOD.Arabidopsis.1.451.1","exudate.EOD.Arabidopsis.2.452.1","exudate.EOD.Arabidopsis.3.453.1","exudate.EOD.Arabidopsis.4.454.1","exudate.EOD.Arabidopsis.5.455.1","exudate.EOD.Arabidopsis.6.456.1","exudate.EOD.Arabidopsis.7.457.1","exudate.EOD.Arabidopsis.8.458.1","exudate.EOD.Brachy.1.433.1","exudate.EOD.Brachy.2.434.1","exudate.EOD.Brachy.3.436.1","exudate.EOD.Brachy.4.437.1","exudate.EOD.Brachy.5.438.1","exudate.EOD.Brachy.6.439.1","exudate.EOD.Brachy.7.440.1","exudate.EOD.Medicago.1.442.1","exudate.EOD.Medicago.2.444.1","exudate.EOD.Medicago.3.449.1","exudate.EOD.TxCtrl.1.441.1","exudate.EOD.TxCtrl.2.450.1","exudate.EOD.TxCtrl.3.459.1","exudate.EOD.TxCtrl.4.460.1","exudate.EON.Arabidopsis.1.451.2","exudate.EON.Arabidopsis.2.452.2","exudate.EON.Arabidopsis.3.453.2","exudate.EON.Arabidopsis.4.454.2","exudate.EON.Arabidopsis.5.455.2","exudate.EON.Arabidopsis.6.456.2","exudate.EON.Arabidopsis.7.457.2","exudate.EON.Arabidopsis.8.458.2","exudate.EON.Brachy.1.433.2","exudate.EON.Brachy.2.434.2","exudate.EON.Brachy.3.436.2","exudate.EON.Brachy.4.437.2","exudate.EON.Brachy.5.438.2","exudate.EON.Brachy.6.439.2","exudate.EON.Brachy.7.440.2","exudate.EON.Medicago.1.442.2","exudate.EON.Medicago.2.444.2","exudate.EON.Medicago.3.449.2","exudate.EON.TxCtrl.1.441.2","exudate.EON.TxCtrl.2.450.2","exudate.EON.TxCtrl.3.459.2","exudate.EON.TxCtrl.4.460.2","id"
"exudate-EON-Brachy-2-434-2",0.67294737086759,0.477643417258552,0.621982828906493,0.592626331603138,0.695567425709765,0.545355084372132,0.604550618229735,0.473484895298514,0.641250171105801,0.645803647597666,0.700890379284715,0.674111096104312,0.749527387503441,0.623919572400339,0.729161711412732,0.662032672165247,0.636614657512567,0.648579700644488,0.650195072233887,0.687198859676304,0.661405060838459,0.6161871468344,0.734511132467925,0.664311927560626,0.670863492280163,0.654670458322452,0.800206437471388,0.673824808797406,0.631507801076351,0.561689233945978,0.868853211755015,1,0.957981498489197,0.855543715098762,0.896397303527391,0.925392452489183,0.689499179090971,0.679316887409973,0.489184339367794,0.574094511426089,0.649363527960054,0.645905057677744,0.673707754483733,0.659332074033345,"exudate-EON-Brachy-2-434-2"
"exudate-EON-Brachy-3-436-2",0.66585975136084,0.462826704724475,0.608123973895596,0.596753986095032,0.700296579018054,0.536223221687065,0.609070101869019,0.460722077089835,0.636462724398564,0.648214373451905,0.702602788483029,0.672791462026877,0.745763732907091,0.619662456430914,0.722945772730904,0.652749165160485,0.62627288088473,0.642280116312799,0.665804744809045,0.7062533385457,0.678281796981175,0.635782312809792,0.725475043468454,0.65895516099163,0.665720466803145,0.671218360919971,0.796799115096752,0.666853592988299,0.644569716164035,0.567612633316,0.87255699550484,0.957981498489197,1,0.863439891854751,0.896988543283837,0.922418479901569,0.690109603911691,0.664536484120972,0.482758858089364,0.561070551460966,0.658331583020426,0.656978529835162,0.671432874691618,0.670399388655554,"exudate-EON-Brachy-3-436-2"
"exudate-EON-Brachy-4-437-2",0.661620861890003,0.473331997066903,0.61950378654033,0.629421110342174,0.701202545971755,0.546139036591649,0.639353085827415,0.460507597534881,0.752388763628147,0.751898763901846,0.80632713067961,0.784106200812692,0.838825731493935,0.73304028366191,0.611589460500845,0.661710361349002,0.632052144374088,0.656016831812084,0.547351308849218,0.582159385106896,0.553854435079436,0.522413263901332,0.726203434097399,0.663142436714553,0.672147669827038,0.716107493116901,0.779851878578149,0.67641892068009,0.680873804831231,0.618515390276917,0.958842975418679,0.855543715098762,0.863439891854751,1,0.915276421128735,0.908358540160144,0.57150581245124,0.68411460270575,0.485060406166256,0.573454158216354,0.557908438579556,0.555740948397214,0.579838319404671,0.562975156922502,"exudate-EON-Brachy-4-437-2"
"exudate-EON-Brachy-5-438-2",0.661872660987315,0.47303065163349,0.621224363288834,0.631701713251983,0.716338117139422,0.53647032299694,0.649899823801613,0.485307008213513,0.693459302743727,0.729153253468959,0.77651566400436,0.725776302664498,0.803760395056431,0.683396417146811,0.668788211452698,0.66159070941572,0.635064177836558,0.639840234701117,0.596548959342815,0.627820577743545,0.602155257773071,0.555861356877339,0.733534078323815,0.65050943947253,0.660377386589737,0.703791775125796,0.806102448511151,0.661362923109118,0.672442103481233,0.641254323279859,0.939976451606172,0.896397303527391,0.896988543283837,0.915276421128735,1,0.924389302743896,0.628437448804202,0.686714297173683,0.485036969741569,0.565457872536458,0.599137954625116,0.590971484604148,0.626807678844587,0.61165247382553,"exudate-EON-Brachy-5-438-2"
"exudate-EON-Brachy-6-439-2",0.662711310562075,0.476267588868425,0.621523324253005,0.62942115624231,0.702443469026406,0.548844293234038,0.6329303239484,0.460412473099975,0.672762582741131,0.67150793863994,0.719652863879799,0.704813484782469,0.770998008365294,0.659772138094052,0.691037560240804,0.670130076268194,0.628637778042665,0.655446569897149,0.60573240147611,0.641447528508732,0.613525784996732,0.582560479054835,0.724054320978241,0.667959103050274,0.676758263962085,0.702496457872251,0.789699101680037,0.678807763588468,0.676400357807688,0.590000096771515,0.913662151535928,0.925392452489183,0.922418479901569,0.908358540160144,0.924389302743896,1,0.641912937101382,0.685028935719916,0.482607221080485,0.571936406486428,0.61930313026017,0.614293131778801,0.638721690299225,0.622408828894122,"exudate-EON-Brachy-6-439-2"
"exudate-EON-Brachy-7-440-2",0.574490990539591,0.246117802071832,0.375494466047069,0.322337190423738,0.472140016951292,0.310520432598561,0.335508663917873,0.283445968371077,0.343832107789173,0.383328665724031,0.429412077295924,0.388125798980814,0.468744572987323,0.334317712773736,0.775685933493151,0.571640166220768,0.5427342268451,0.513300418530145,0.666925368083923,0.683388035545445,0.689215113549492,0.652056403100038,0.478878181835997,0.471388729039766,0.470785199363089,0.393092836919225,0.606497604851819,0.466418512135396,0.361247608096834,0.310221268171189,0.584896866575104,0.689499179090971,0.690109603911691,0.57150581245124,0.628437448804202,0.641912937101382,1,0.523371753191806,0.446440631665025,0.406973699939577,0.681890594826407,0.67205737180284,0.683845432654239,0.708102697723381,"exudate-EON-Brachy-7-440-2"
"exudate-EON-Medicago-1-442-2",0.686631942652451,0.518788400391277,0.660158888351685,0.613516216468302,0.608886537796682,0.581277963168235,0.610677057275128,0.53906023228543,0.499684336691219,0.511299426286857,0.558895659290806,0.537357939147427,0.585741040369916,0.485687468123418,0.570514023712261,0.861135408929385,0.858356292051662,0.90159344605293,0.509026493011902,0.634201302916573,0.526145879471452,0.489883165006618,0.73477782135586,0.69770358566144,0.699555794566469,0.643397416478333,0.672996260212614,0.696778586244855,0.624157631781714,0.562099606747329,0.695556418756961,0.679316887409973,0.664536484120972,0.68411460270575,0.686714297173683,0.685028935719916,0.523371753191806,1,0.682228007153464,0.79467005535472,0.541893015328867,0.53795645157476,0.591026309129234,0.545061171836104,"exudate-EON-Medicago-1-442-2"
"exudate-EON-Medicago-2-444-2",0.556390068079885,0.375117512310373,0.526462005552164,0.473558627811824,0.529817523280618,0.466403045521721,0.479002340036324,0.406299959686908,0.366080096052613,0.386580137084047,0.43819054254949,0.403235078114807,0.469706570000726,0.353009169096707,0.486219758077001,0.664558802712581,0.694074733772292,0.725212555856817,0.437545853220724,0.527188698619706,0.456286132972558,0.407456274085349,0.577470791855818,0.568179512182783,0.56214034864057,0.52928484378617,0.515840077239369,0.59709740153119,0.496757795103755,0.432689463074573,0.481696223844359,0.489184339367794,0.482758858089364,0.485060406166256,0.485036969741569,0.482607221080485,0.446440631665025,0.682228007153464,1,0.835301395762201,0.46221652051317,0.463288340125311,0.517013169264412,0.471584931561293,"exudate-EON-Medicago-2-444-2"
"exudate-EON-Medicago-3-449-2",0.582133386631575,0.488270332634082,0.635013453389532,0.580920010314278,0.592473773297797,0.568368776702874,0.583955100055954,0.503775283152221,0.492046775611535,0.499704161452691,0.550129922739377,0.530235559464704,0.557662136934315,0.472880327227428,0.444539840057396,0.697297037790851,0.721662833738623,0.808493239911278,0.395562139585719,0.511452719411824,0.419278485232097,0.383389099882757,0.669807416485658,0.650483851044364,0.640828750648783,0.642448488700527,0.575336208524028,0.664026898890266,0.615709578413412,0.537513914638324,0.578644554446894,0.574094511426089,0.561070551460966,0.573454158216354,0.565457872536458,0.571936406486428,0.406973699939577,0.79467005535472,0.835301395762201,1,0.429177603640859,0.428084912483275,0.48490514325268,0.440254067454852,"exudate-EON-Medicago-3-449-2"
"exudate-EON-TxCtrl-1-441-2",0.578767827682051,0.26881097288378,0.397199610956181,0.351288011522548,0.461450398427926,0.328522702576536,0.359313319739009,0.279475021669272,0.317871011881755,0.339732400048788,0.388841233302085,0.354748028169588,0.420109178185635,0.307500360139651,0.780282675558677,0.589420135046254,0.552701785036272,0.531772474469077,0.934948809613328,0.736358258746558,0.830107818440302,0.892012155863911,0.505832206553619,0.478236477180727,0.485590917193408,0.411451812918109,0.574687356669952,0.476757638998818,0.384655586081139,0.322264877160538,0.574110986859199,0.649363527960054,0.658331583020426,0.557908438579556,0.599137954625116,0.61930313026017,0.681890594826407,0.541893015328867,0.46221652051317,0.429177603640859,1,0.982679959631781,0.694972127187182,0.811607176340524,"exudate-EON-TxCtrl-1-441-2"
"exudate-EON-TxCtrl-2-450-2",0.586711968855497,0.278095170218722,0.404736544284212,0.359187315761943,0.464731848997093,0.338101678235908,0.369612923884629,0.287548704027286,0.315536640241927,0.331306423192862,0.385002752643022,0.353531039396533,0.418460198630519,0.301888666168427,0.773195191616661,0.586367700943216,0.550269248810679,0.534397656753139,0.941203194398514,0.736865601448321,0.831527237930815,0.894381477727094,0.50839131384797,0.486994310863422,0.492395657023345,0.418784663865847,0.576223117968998,0.483807705007338,0.392218431674145,0.326942256707228,0.569751313568571,0.645905057677744,0.656978529835162,0.555740948397214,0.590971484604148,0.614293131778801,0.67205737180284,0.53795645157476,0.463288340125311,0.428084912483275,0.982679959631781,1,0.690582592736271,0.808565874244428,"exudate-EON-TxCtrl-2-450-2"
"exudate-EON-TxCtrl-3-459-2",0.646539628619764,0.301723753383721,0.425203832326377,0.379278884450486,0.55022231572491,0.358231331136093,0.389208264429396,0.421442836322207,0.34187183136818,0.401762230655165,0.444780712587555,0.379258374982328,0.457391764071657,0.326389036545404,0.711767190107565,0.639496287511017,0.610206065953617,0.585356061587619,0.668528792185256,0.761843783625018,0.736143674163912,0.682670519660988,0.545710006094085,0.518087918068798,0.529281761577594,0.448246145755636,0.659225331446455,0.511356221115154,0.424980646636351,0.43996033330028,0.592381404793259,0.673707754483733,0.671432874691618,0.579838319404671,0.626807678844587,0.638721690299225,0.683845432654239,0.591026309129234,0.517013169264412,0.48490514325268,0.694972127187182,0.690582592736271,1,0.869588620416462,"exudate-EON-TxCtrl-3-459-2"
"exudate-EON-TxCtrl-4-460-2",0.597881318300977,0.284511467188711,0.404261721691214,0.358809545697248,0.530217068180821,0.336492889373682,0.368930846302946,0.406877764739911,0.326071720267376,0.384767449457889,0.427643416644279,0.364030692728211,0.442724900600143,0.30898189277964,0.81611160389263,0.593413255589237,0.564977317866528,0.53906560729316,0.778399989452756,0.756091247481939,0.824822785016624,0.774885797517426,0.52379454510107,0.494166816029641,0.500469931355488,0.428401372106802,0.639709039879149,0.491274316443181,0.401667186865587,0.419973103803146,0.576734436779712,0.659332074033345,0.670399388655554,0.562975156922502,0.61165247382553,0.622408828894122,0.708102697723381,0.545061171836104,0.471584931561293,0.440254067454852,0.811607176340524,0.808565874244428,0.869588620416462,1,"exudate-EON-TxCtrl-4-460-2"
