"","root.EOD.Arabidopsis.1.451.3.R","root.EOD.Arabidopsis.2.452.3.R","root.EOD.Arabidopsis.3.453.3.R","root.EOD.Arabidopsis.4.454.3.R","root.EOD.Arabidopsis.5.455.3.R","root.EOD.Arabidopsis.6.456.3.R","root.EOD.Brachy.1.433.3.R","root.EOD.Brachy.2.434.3.R","root.EOD.Brachy.3.436.3.R","root.EOD.Brachy.4.437.3.R","root.EOD.Brachy.5.438.3.R","root.EOD.Brachy.6.439.3.R","root.EOD.Medicago.1.442.3a.R","root.EOD.Medicago.2.442.3b.R","root.EOD.Medicago.3.444.3a.R","root.EOD.Medicago.4.449.3a.R","root.EOD.Medicago.5.449.3b.R","root.EON.Arabidopsis.1.451.4.R","root.EON.Arabidopsis.2.452.4.R","root.EON.Arabidopsis.3.453.4.R","root.EON.Arabidopsis.4.454.4.R","root.EON.Arabidopsis.5.455.4.R","root.EON.Arabidopsis.6.456.4.R","root.EON.Brachy.1.433.4.R","root.EON.Brachy.2.434.4.R","root.EON.Brachy.3.436.4.R","root.EON.Brachy.4.437.4.R","root.EON.Brachy.5.438.4.R","root.EON.Brachy.6.439.4.R","root.EON.Medicago.1.442.4c.R","root.EON.Medicago.2.444.4b.R","root.EON.Medicago.3.444.4c.R","root.EON.Medicago.4.449.4c.R","shoot.EOD.Arabidopsis.1.451.3.S","shoot.EOD.Arabidopsis.2.452.3.S","shoot.EOD.Arabidopsis.3.453.3.S","shoot.EOD.Arabidopsis.4.454.3.S","shoot.EOD.Arabidopsis.5.455.3.S","shoot.EOD.Arabidopsis.6.456.3.S","shoot.EOD.Brachy.1.433.3.S","shoot.EOD.Brachy.2.434.3.S","shoot.EOD.Brachy.3.436.3.S","shoot.EOD.Brachy.4.437.3.S","shoot.EOD.Brachy.5.438.3.S","shoot.EOD.Brachy.6.439.3.S","shoot.EOD.Medicago.1.442.3a.S","shoot.EOD.Medicago.2.442.3b.S","shoot.EOD.Medicago.3.444.3a.S","shoot.EOD.Medicago.4.449.3a.S","shoot.EOD.Medicago.5.449.3b.S","shoot.EON.Arabidopsis.1.451.4.S","shoot.EON.Arabidopsis.2.452.4.S","shoot.EON.Arabidopsis.3.453.4.S","shoot.EON.Arabidopsis.4.454.4.S","shoot.EON.Arabidopsis.5.455.4.S","shoot.EON.Arabidopsis.6.456.4.S","shoot.EON.Brachy.1.433.4.S","shoot.EON.Brachy.2.434.4.S","shoot.EON.Brachy.3.436.4.S","shoot.EON.Brachy.5.438.4.S","shoot.EON.Brachy.6.439.4.S","shoot.EON.Medicago.1.442.4c.S","shoot.EON.Medicago.2.444.4b.S","shoot.EON.Medicago.3.444.4c.S","shoot.EON.Medicago.4.449.4c.S","id"
"root-EON-Arabidopsis-4-454-4-R",0.923986539825768,0.910744564749315,0.900457015400118,0.951822953417482,0.884059180277849,0.934512576579596,0.620951935028647,0.664336491399659,0.585541335039234,0.648958740397307,0.530178319609936,0.598511484058122,0.73068651858682,0.718120504135789,0.702198257803456,0.687585956583155,0.676293712302153,0.827512397118843,0.952487233039929,0.90550766270096,1,0.880789148824674,0.609570624624429,0.697843533818877,0.732074497608408,0.864763902654092,0.606535477625576,0.602760872728776,0.73230687290495,0.724611007019804,0.770829642139668,0.745697005088265,0.795597049976402,0.670293665448216,0.706229921677776,0.751578421859102,0.708385708498309,0.659981093121864,0.732201857594792,0.470082376600791,0.466865418200576,0.512473064941044,0.455639604401851,0.486601187669688,0.461117940914133,0.737431838092667,0.785923092857286,0.635833581122755,0.71371528196156,0.700428790743653,0.768324783212287,0.72067580028181,0.725876077812351,0.734426154660294,0.73217691287066,0.769273514789176,0.50416600496683,0.471628056998641,0.52060575965061,0.476484238161627,0.575944714816259,0.785961847619532,0.705698749497135,0.75747861190348,0.810889189271504,"root-EON-Arabidopsis-4-454-4-R"
"root-EON-Arabidopsis-5-455-4-R",0.90197834783169,0.805539940406193,0.859217119713645,0.88722177859266,0.787585415369474,0.872950441547819,0.634425084251336,0.674640367716176,0.585426402464711,0.658436316881907,0.549397031566088,0.611704591503982,0.698449882106093,0.687096947494118,0.713020477000997,0.697908241109047,0.685198210651059,0.893683419047779,0.912395423208752,0.861437822597391,0.880789148824674,1,0.611154476078487,0.708181778062168,0.731613075149115,0.93644699334417,0.616400765067012,0.595998729384171,0.740067880821231,0.723946445623956,0.793115065540768,0.692434000326788,0.782787043110071,0.639152284175244,0.756391628118399,0.795631770704174,0.716337366825219,0.627680228024824,0.717261425978498,0.527335823345037,0.522751293200916,0.56827351883072,0.513354235958294,0.543058079215157,0.516787177130578,0.76003594707504,0.735845995555137,0.641011249061875,0.72122397769901,0.709111986917323,0.825621791905829,0.761487134052806,0.732212532316866,0.685108025019661,0.68632041203545,0.756787752466733,0.562055111741558,0.527656860849204,0.577470523560906,0.533395721387212,0.632353424021857,0.740375790885137,0.728658274107839,0.753295162019418,0.8280178678599,"root-EON-Arabidopsis-5-455-4-R"
"root-EON-Arabidopsis-6-456-4-R",0.587618237229021,0.637965441328693,0.649715239865774,0.599640033583338,0.634982045133445,0.615370739943631,0.795623072506525,0.810374751646848,0.898511914494196,0.789903240813567,0.771519777021915,0.867090842051051,0.584832594089152,0.574603976881641,0.633080767416195,0.618808610221182,0.628348145868661,0.633265062405991,0.613814012030276,0.646798513543514,0.609570624624429,0.611154476078487,1,0.790884341661661,0.767195551149372,0.668348485641935,0.845837447853292,0.83750022820286,0.793169842841679,0.614673789153178,0.643833947016863,0.584742715848618,0.627345346056682,0.542813118163967,0.580092946366283,0.603642954246384,0.478924689134636,0.514269871206735,0.533788858949197,0.544446760738987,0.554427482793407,0.606681279950296,0.533645284524799,0.605442510522656,0.527442722510332,0.621044623929753,0.640873315173865,0.635782256176217,0.633600979795152,0.62859685410071,0.63725118050023,0.573536801433716,0.553087528022444,0.545899284111185,0.539544845352339,0.540050611218994,0.56559033982102,0.555936551385315,0.605196616426327,0.616205305730031,0.598137592400127,0.665146154519751,0.606404446104861,0.672241541268115,0.630539598152794,"root-EON-Arabidopsis-6-456-4-R"
"root-EON-Brachy-1-433-4-R",0.702624865176954,0.707479863872099,0.711689289177243,0.697348549562063,0.708506451239123,0.69287547451439,0.907394718944531,0.895323844219937,0.802070007541932,0.929758023084917,0.803105866162733,0.858721255137137,0.698553410655804,0.688643696581779,0.734539556756441,0.728708850327072,0.739860907095525,0.755266528882451,0.704226344973102,0.715907999951294,0.697843533818877,0.708181778062168,0.790884341661661,1,0.795905642075118,0.768887081124981,0.855691397400104,0.801313613684927,0.921270787875285,0.712817373795899,0.761110107366617,0.678385735406475,0.749654932428251,0.617455149127852,0.663413156993763,0.665177796622262,0.572739876375434,0.550250527237019,0.628712239604857,0.529041583843756,0.521703232220012,0.577693664221082,0.518178959427135,0.552293201902725,0.517153862151429,0.750684428911136,0.750789388441071,0.70719966106544,0.756444768007631,0.714117946389318,0.709303408635514,0.657006726791342,0.603258270994062,0.584187883472863,0.597042258612939,0.628661287202718,0.568657796060781,0.532984631494579,0.559251437121572,0.544204819624835,0.618217757460707,0.734552185689621,0.685799075651549,0.741064352535218,0.758260606969838,"root-EON-Brachy-1-433-4-R"
"root-EON-Brachy-2-434-4-R",0.712845305779507,0.773113588799152,0.768564740595487,0.735836445002362,0.777913408489346,0.742988980091108,0.719069661781511,0.889810544451386,0.774554650975877,0.746913028294346,0.626608306757686,0.781964547833429,0.760355553283358,0.754763274707023,0.733317742771289,0.739007006691629,0.712835625941877,0.7339769910384,0.732382559262651,0.76519667199222,0.732074497608408,0.731613075149115,0.767195551149372,0.795905642075118,1,0.752218209301376,0.845617424075991,0.820018233955756,0.852407672132213,0.775045616842062,0.696781040506185,0.759024896267864,0.731385165835442,0.686217361342363,0.69420968039437,0.76133449238694,0.660657859386001,0.68288381077474,0.671575181910124,0.497037728710597,0.478225659156949,0.589988390445848,0.484063985510026,0.581500663696969,0.474755369150121,0.668111664607555,0.789565068438594,0.727796280947496,0.685147049253703,0.789885180199218,0.686192723761051,0.702235291687496,0.729301390893012,0.719315739803918,0.689450025214285,0.688608661105178,0.547591167996406,0.511598774856215,0.620215062680903,0.568653643649832,0.66688302786714,0.805693224306828,0.751369887509922,0.792617064841619,0.739864098252722,"root-EON-Brachy-2-434-4-R"
"root-EON-Brachy-3-436-4-R",0.871217121138322,0.803579694020357,0.852092854800985,0.856008849510027,0.786434621009111,0.84098487663509,0.694837356428525,0.733612745730405,0.642168315221706,0.718629149338518,0.607670769226752,0.667775513423136,0.723133587193239,0.711769900361173,0.749963343936739,0.734363344712103,0.721331936252154,0.90670287607792,0.875999285920358,0.856613982813183,0.864763902654092,0.93644699334417,0.668348485641935,0.768887081124981,0.752218209301376,1,0.674616940542079,0.65115828291594,0.793756961114695,0.751619435023549,0.83642297527325,0.716767528857712,0.809606665513598,0.661067880835197,0.782484436072389,0.798854833966309,0.714191895531573,0.625577433750744,0.734852145356223,0.570138682949384,0.561507340948772,0.61009717327515,0.558807810309237,0.583903347547091,0.55841067032421,0.780932824803373,0.767616016231357,0.681780124481022,0.759992017603102,0.737091923386936,0.828584413176488,0.767021861704523,0.730252045645876,0.68475276158685,0.706302275864478,0.774757942434003,0.606742903258564,0.572699767532737,0.617476302612676,0.575681152140987,0.67592476773418,0.770947603421446,0.748801022142979,0.782312955130061,0.834426850685632,"root-EON-Brachy-3-436-4-R"
"root-EON-Brachy-4-437-4-R",0.609433750133978,0.645096867261646,0.644500438230313,0.613255877832398,0.652161313299011,0.615940684148311,0.848440365614946,0.893537631462904,0.857317364971774,0.86462128350509,0.756185854407641,0.905971573379302,0.672372904352043,0.66790169224826,0.700371146949954,0.704105147514875,0.703919227032899,0.640722863246985,0.61130823562413,0.641614684432316,0.606535477625576,0.616400765067012,0.845837447853292,0.855691397400104,0.845617424075991,0.674616940542079,1,0.881591861096383,0.837704008800754,0.699201094235343,0.654939961658886,0.675036056416876,0.650235982645577,0.577948556475839,0.62105496975706,0.635554351221511,0.523296454438463,0.549613078348787,0.565735521761678,0.527279566308248,0.508604673332506,0.617044235667962,0.513995026014714,0.610473824141953,0.506189926006448,0.652980182052642,0.705598643764699,0.719382128570729,0.659710031429352,0.715830657926381,0.633167662788205,0.614215210484393,0.589449949903758,0.580929257362958,0.574277724681298,0.583048557499459,0.57404216842942,0.537188559250862,0.639054054837114,0.595569327743625,0.639639176026896,0.734553733907922,0.688434492390659,0.720642630989482,0.657552189420864,"root-EON-Brachy-4-437-4-R"
"root-EON-Brachy-5-438-4-R",0.574689422652239,0.648612844274661,0.636885229996121,0.580451298420325,0.644260535969067,0.610989588795078,0.824827443709334,0.886728114011724,0.904556582201384,0.830385870435809,0.736280538454341,0.870051673240025,0.693920214971276,0.668324497059111,0.707352362844641,0.710846953257411,0.712529751241349,0.66045558932328,0.600706829891737,0.644117471130503,0.602760872728776,0.595998729384171,0.83750022820286,0.801313613684927,0.820018233955756,0.65115828291594,0.881591861096383,1,0.792332774774176,0.669083011831206,0.666248771863151,0.649082836512154,0.661193356718366,0.645284234266474,0.648031630168937,0.675566903689376,0.546466415418073,0.588960560828781,0.645964563602264,0.558478772220737,0.543312006239742,0.664563250559858,0.547833186522915,0.65577869165045,0.540555248720718,0.670285850133692,0.733399713312887,0.755193110855826,0.676977392636321,0.742679666100602,0.636146810302136,0.639330635981563,0.625981249656033,0.617712272193592,0.613566941363611,0.607453899787084,0.577336387410451,0.542226310198031,0.624470263073897,0.63351376486354,0.624381159283758,0.70772200382886,0.65009501523103,0.702567354052452,0.668638947487567,"root-EON-Brachy-5-438-4-R"
"root-EON-Brachy-6-439-4-R",0.73384161512011,0.753859724134848,0.749691066495561,0.738423332482762,0.756045977212397,0.730543814454914,0.843873013198438,0.886902902815466,0.794621438452541,0.868078344495919,0.74218201663548,0.819590574778874,0.694668508102473,0.688519357807592,0.73164663608588,0.725606440478007,0.720457762552023,0.750610362589829,0.73536409154881,0.749861928877517,0.73230687290495,0.740067880821231,0.793169842841679,0.921270787875285,0.852407672132213,0.793756961114695,0.837704008800754,0.792332774774176,1,0.719138023733199,0.76050887168186,0.689680633767014,0.748011684954289,0.623278501560026,0.697995249553892,0.702026528989467,0.608779394601327,0.591813648499148,0.63211128368941,0.522972819460627,0.510567827285363,0.575967881320617,0.511655551050874,0.550539925264749,0.505364843160111,0.733330566309502,0.759084779342285,0.691250100687066,0.745058486719107,0.722236683271343,0.722536483582884,0.686342622182849,0.648979993884001,0.627179209681403,0.6334396045878,0.652474292436647,0.563898536925208,0.527197696393161,0.584015402046867,0.541743072247746,0.634989451510194,0.766285961177291,0.725000077841316,0.757295788216941,0.770916320397691,"root-EON-Brachy-6-439-4-R"
"root-EON-Medicago-1-442-4c-R",0.735298424412264,0.724058503744302,0.737719907320038,0.722547528402689,0.730840917087916,0.716941889204988,0.631531982177772,0.754356984026586,0.637467735630405,0.662052926088067,0.537361116418151,0.651251397244321,0.922347709635331,0.939168632857941,0.934709428431438,0.910029488308277,0.906090786126873,0.771079688404543,0.734377258529124,0.73876696430278,0.724611007019804,0.723946445623956,0.614673789153178,0.712817373795899,0.775045616842062,0.751619435023549,0.699201094235343,0.669083011831206,0.719138023733199,1,0.777978951662021,0.88631170182717,0.819803687754264,0.669525371713179,0.666695323762153,0.70795195801859,0.625550068961736,0.6170912724106,0.670425459299711,0.49697246851029,0.495574994621072,0.560647665206852,0.482617117294895,0.55744993063141,0.484733831744579,0.714020251912154,0.808430647717832,0.852836159437286,0.735795334132327,0.864974829566159,0.657070126302791,0.649884192230814,0.656052590029949,0.65110979340287,0.655130340737798,0.679803178321115,0.539154095661296,0.501411830256126,0.580659786587032,0.547018237384718,0.627144459541059,0.850600100454004,0.881571689724339,0.884552070413097,0.775954197355277,"root-EON-Medicago-1-442-4c-R"
"root-EON-Medicago-2-444-4b-R",0.792488754609176,0.722987622204557,0.759114477229518,0.776075206230346,0.710932206315392,0.744290966495156,0.718277367210714,0.735302803657727,0.672035567998862,0.752448654771386,0.64337577471075,0.66871842085095,0.777263540321004,0.751223045592029,0.831759244096933,0.842535757049921,0.815891751682067,0.820746913479818,0.781217249094819,0.756476249246569,0.770829642139668,0.793115065540768,0.643833947016863,0.761110107366617,0.696781040506185,0.83642297527325,0.654939961658886,0.666248771863151,0.76050887168186,0.777978951662021,1,0.728961053275317,0.921939552231197,0.622034193370013,0.678304484474956,0.681965920285608,0.595154367257931,0.575302374931932,0.686919268980221,0.592898100019278,0.566425438667768,0.650595778062844,0.581872313711989,0.631140409385858,0.580947824530972,0.866077905795751,0.805869687256265,0.760239935398417,0.86441666508782,0.812178522820428,0.72886776409979,0.663956767535055,0.622170461670399,0.619166411900095,0.622747941083584,0.651610340957454,0.57848131560147,0.542308981614425,0.58546040807816,0.589097223858839,0.639269032464459,0.781620941550148,0.769847786350078,0.799577871402593,0.859810103681547,"root-EON-Medicago-2-444-4b-R"
"root-EON-Medicago-3-444-4c-R",0.771717173327763,0.770545062027494,0.784348551539636,0.745545098890564,0.799974100686817,0.748845658480489,0.597775832237129,0.72875284803662,0.602959274918078,0.624932764415226,0.50702294261819,0.621138950780825,0.908614296806568,0.900398537403096,0.845121511996844,0.845467599141808,0.810520828051068,0.731974818191685,0.767987642611271,0.784417591990937,0.745697005088265,0.692434000326788,0.584742715848618,0.678385735406475,0.759024896267864,0.716767528857712,0.675036056416876,0.649082836512154,0.689680633767014,0.88631170182717,0.728961053275317,1,0.793636270917399,0.662589797746384,0.649019391379057,0.693339768343392,0.61676223104268,0.598432768318355,0.675744478483208,0.464994528304725,0.463667172377628,0.527311647459022,0.4498992670856,0.52480812479474,0.452891435782549,0.663462244846794,0.819080867915421,0.7796409448069,0.683590672702859,0.816520889561782,0.629888026637904,0.634733057993009,0.648765816516196,0.672693039074296,0.688137518700344,0.709861184589901,0.504907677913902,0.468110492723526,0.555457922770803,0.513106450228263,0.600964010858148,0.846483213058324,0.808232268014564,0.843012134955274,0.727579168150708,"root-EON-Medicago-3-444-4c-R"
"root-EON-Medicago-4-449-4c-R",0.814706115340739,0.768761168645763,0.805362362142444,0.798625079990986,0.770756530697922,0.76694408944556,0.709076167500684,0.72893925861387,0.66234004443451,0.744180088637899,0.639286120907059,0.661524454466231,0.842266169692556,0.816465312780336,0.833317683790545,0.847097207787212,0.818149745350459,0.855770136559069,0.806095221895477,0.804894687877315,0.795597049976402,0.782787043110071,0.627345346056682,0.749654932428251,0.731385165835442,0.809606665513598,0.650235982645577,0.661193356718366,0.748011684954289,0.819803687754264,0.921939552231197,0.793636270917399,1,0.679372282584283,0.669067823370108,0.710011164618346,0.638957344986828,0.607579368482097,0.738990185908032,0.583703416016966,0.556896588837706,0.642156061311244,0.57093422744927,0.622399857380409,0.572333203648412,0.826026904666447,0.86278647373534,0.759314273763751,0.852634194022078,0.842185852777461,0.711933159442494,0.654339504343477,0.664539096654225,0.671499988087539,0.675989624299282,0.703637875906376,0.563994092967743,0.529114073317338,0.574838301279359,0.578514574073679,0.630128994783487,0.840393256366999,0.762097863702971,0.841674373212076,0.851155945037424,"root-EON-Medicago-4-449-4c-R"
"shoot-EOD-Arabidopsis-1-451-3-S",0.643789068063171,0.708421013354242,0.709704162885984,0.637171211954254,0.698864228970514,0.680801805453951,0.54308995611064,0.666312847767406,0.561873979030051,0.56541122655168,0.460026239071748,0.568871425567716,0.692752794697435,0.689639075509075,0.642345708143058,0.648487591366239,0.612309689628528,0.696639523345315,0.666963814375131,0.710117490226349,0.670293665448216,0.639152284175244,0.542813118163967,0.617455149127852,0.686217361342363,0.661067880835197,0.577948556475839,0.645284234266474,0.623278501560026,0.669525371713179,0.622034193370013,0.662589797746384,0.679372282584283,1,0.759541244166911,0.79234362745333,0.815092043846587,0.847067641647867,0.846765498953052,0.507596057385502,0.454966025121561,0.635288560444623,0.510612046349864,0.598706989221563,0.49339241924165,0.618457477495912,0.751555249434183,0.663183500787333,0.650027513753618,0.723780143788595,0.6541868936918,0.703028082402405,0.859788290000613,0.88083449232006,0.903516689673769,0.811445096281895,0.560709587282158,0.53040520946856,0.629261585028146,0.593692131496786,0.681209549112393,0.712152379936186,0.639710807030794,0.699472969331271,0.685800527211626,"shoot-EOD-Arabidopsis-1-451-3-S"
"shoot-EOD-Arabidopsis-2-452-3-S",0.688293435194086,0.702294467200673,0.738990817288624,0.680160102481397,0.693547873724052,0.688294807940168,0.587098968121207,0.687344064013773,0.575971381724375,0.609210130973077,0.506093588275131,0.587742600461892,0.660275268525378,0.657774673220711,0.674530655110864,0.669812402128793,0.639284863469998,0.783206389005276,0.706479119690495,0.756564223600054,0.706229921677776,0.756391628118399,0.580092946366283,0.663413156993763,0.69420968039437,0.782484436072389,0.62105496975706,0.648031630168937,0.697995249553892,0.666695323762153,0.678304484474956,0.649019391379057,0.669067823370108,0.759541244166911,1,0.864596958695841,0.85791707881539,0.781001203895547,0.823751168234587,0.586122821180778,0.569507804469706,0.644737555371247,0.578504794056496,0.618534388218347,0.570794188881515,0.658792315158474,0.709939948850602,0.668893874851299,0.683596742213094,0.696004962190583,0.818759784533972,0.893174381948596,0.844783867141504,0.79607860629862,0.789587747159776,0.866769078428026,0.635478435588897,0.599877405222052,0.65331152652431,0.611037736007278,0.708868372184902,0.695221349056705,0.730558413911158,0.677457283651835,0.679800985867074,"shoot-EOD-Arabidopsis-2-452-3-S"
"shoot-EOD-Arabidopsis-3-453-3-S",0.728104820837834,0.769729589620634,0.800349111263177,0.721422854607513,0.75488303823866,0.749329947344137,0.588006146663333,0.699998214734365,0.595636559142165,0.609691553945787,0.502288151376356,0.600918776534239,0.701206013025442,0.698412375731316,0.680788352199655,0.67710256995862,0.640533255419957,0.810446967313718,0.748373498205599,0.812126513215689,0.751578421859102,0.795631770704174,0.603642954246384,0.665177796622262,0.76133449238694,0.798854833966309,0.635554351221511,0.675566903689376,0.702026528989467,0.70795195801859,0.681965920285608,0.693339768343392,0.710011164618346,0.79234362745333,0.864596958695841,1,0.791126319540028,0.749013468804222,0.801893948796861,0.601387947345585,0.585044514614922,0.680539807292919,0.591462806722909,0.65025148952988,0.584042765360537,0.660477075954777,0.764650176438339,0.696186158354427,0.68039391439906,0.758531730102399,0.842392162167434,0.861643813239263,0.86935949638231,0.81499037721886,0.82666308998958,0.854420155780937,0.655861925284956,0.61648456104524,0.696914318789572,0.660098414002818,0.747516120124642,0.747261694370154,0.738654170166956,0.735793958214067,0.724841011641908,"shoot-EOD-Arabidopsis-3-453-3-S"
"shoot-EOD-Arabidopsis-4-454-3-S",0.666753275673884,0.703912992670848,0.716709993936215,0.680933379335823,0.694173268280733,0.685853670152421,0.496344483478828,0.593857641603349,0.474577224447516,0.518189968537266,0.416935024483347,0.496339544808875,0.628094712585071,0.628370850010651,0.592273117352317,0.589477262794692,0.552002563304627,0.723075166005817,0.687640997814913,0.741990583410209,0.708385708498309,0.716337366825219,0.478924689134636,0.572739876375434,0.660657859386001,0.714191895531573,0.523296454438463,0.546466415418073,0.608779394601327,0.625550068961736,0.595154367257931,0.61676223104268,0.638957344986828,0.815092043846587,0.85791707881539,0.791126319540028,1,0.87010175844048,0.830682285800976,0.525340281016511,0.475860246796101,0.575440697702146,0.518353910144374,0.551264178461098,0.509515951089625,0.564818033343461,0.666041583051734,0.570254045829505,0.588220447083707,0.635331979484177,0.716699453950322,0.79564120545742,0.881666247293854,0.869878768657618,0.849044934152461,0.848442974293857,0.567925049692792,0.533924990853763,0.58456853914406,0.542019999707962,0.640378969548721,0.65335986574114,0.658589511701866,0.628687916782599,0.623305563165204,"shoot-EOD-Arabidopsis-4-454-3-S"
"shoot-EOD-Arabidopsis-5-455-3-S",0.598658014164177,0.693349764795427,0.672064618836051,0.631670727340765,0.679270714647147,0.652582367534102,0.473745423368871,0.611292934576909,0.504987655552296,0.496965052956949,0.383888775423811,0.513683795293778,0.608622051162879,0.607573201141878,0.590171219587085,0.588250947839653,0.551855823553759,0.623349397420269,0.63098029874614,0.676183772212888,0.659981093121864,0.627680228024824,0.514269871206735,0.550250527237019,0.68288381077474,0.625577433750744,0.549613078348787,0.588960560828781,0.591813648499148,0.6170912724106,0.575302374931932,0.598432768318355,0.607579368482097,0.847067641647867,0.781001203895547,0.749013468804222,0.87010175844048,1,0.764428405942352,0.453981415175786,0.403196502522613,0.576694567540461,0.45725867278409,0.551033020209028,0.441303139089072,0.545411838265223,0.670505502788426,0.59845566030154,0.578184474352972,0.662206930315352,0.636866073173781,0.723458131234574,0.843865154415464,0.874413910335613,0.841595007498263,0.751104432013066,0.509722135816212,0.478873280856262,0.595940402849541,0.545251661903634,0.652812881984446,0.661246566774825,0.647162828314547,0.637730133607701,0.611191144918557,"shoot-EOD-Arabidopsis-5-455-3-S"
"shoot-EOD-Arabidopsis-6-456-3-S",0.715620445545129,0.722059693927929,0.76186253353288,0.704369072870514,0.713877838862328,0.709978819408652,0.58880379775558,0.655136563969913,0.57833599253652,0.60869155156874,0.505507196861524,0.565538109454344,0.730718844288009,0.708098787300975,0.67531910676965,0.680118255906947,0.644277891439757,0.791695226113477,0.732256419080564,0.778957075882831,0.732201857594792,0.717261425978498,0.533788858949197,0.628712239604857,0.671575181910124,0.734852145356223,0.565735521761678,0.645964563602264,0.63211128368941,0.670425459299711,0.686919268980221,0.675744478483208,0.738990185908032,0.846765498953052,0.823751168234587,0.801893948796861,0.830682285800976,0.764428405942352,1,0.608099018054592,0.560421044258354,0.669776835761957,0.602652604837255,0.641603432079493,0.596688120229913,0.661928708094358,0.78423533548395,0.674944595346138,0.687405118230242,0.742063821831042,0.721642424833448,0.775451310003838,0.84036175074286,0.858596843544792,0.865213691377957,0.902309521470082,0.622515267617109,0.589663326721196,0.616012148356211,0.619676337165976,0.674837210583542,0.730638955393685,0.674860166607189,0.694189170377715,0.714118845203791,"shoot-EOD-Arabidopsis-6-456-3-S"
"shoot-EOD-Brachy-1-433-3-S",0.473678828165934,0.462102587071417,0.499356792736704,0.476084578634839,0.462955540125866,0.450483105040397,0.574840073412396,0.537197190030377,0.574720282083693,0.568755119018993,0.610433062069955,0.559943806546689,0.523410091867654,0.501613327394076,0.542780406836992,0.562899137453683,0.54172120166618,0.610728826254789,0.467048145845231,0.506690565454695,0.470082376600791,0.527335823345037,0.544446760738987,0.529041583843756,0.497037728710597,0.570138682949384,0.527279566308248,0.558478772220737,0.522972819460627,0.49697246851029,0.592898100019278,0.464994528304725,0.583703416016966,0.507596057385502,0.586122821180778,0.601387947345585,0.525340281016511,0.453981415175786,0.608099018054592,1,0.793254962504604,0.828426033800304,0.932926616908725,0.846819753131375,0.945439011416675,0.624520960898647,0.541356495745603,0.574961015451689,0.649220706371248,0.570241625981119,0.597641199902289,0.594544564631167,0.547666948227267,0.512532944862473,0.525348937654953,0.60122987766115,0.81293367996196,0.829446361429406,0.718014938824695,0.830104488024474,0.713349168151546,0.516569719896606,0.537173928571352,0.509501830737243,0.535893129952216,"shoot-EOD-Brachy-1-433-3-S"
"shoot-EOD-Brachy-2-434-3-S",0.474075437248547,0.449193803744713,0.486000266920452,0.47257542350944,0.449294312708991,0.440794669222289,0.565105946220487,0.522984328717702,0.57172941612078,0.560241508670437,0.544246378959902,0.546656350815454,0.520208475471185,0.500018315089265,0.541110107146502,0.538427180753607,0.535673718391958,0.605903382787144,0.465267703501711,0.491915237849006,0.466865418200576,0.522751293200916,0.554427482793407,0.521703232220012,0.478225659156949,0.561507340948772,0.508604673332506,0.543312006239742,0.510567827285363,0.495574994621072,0.566425438667768,0.463667172377628,0.556896588837706,0.454966025121561,0.569507804469706,0.585044514614922,0.475860246796101,0.403196502522613,0.560421044258354,0.793254962504604,1,0.705904425381073,0.822322429641228,0.734005358636364,0.835939821620429,0.543765613352908,0.529511731110814,0.559563476545363,0.557994482531563,0.549342095872836,0.619713291581621,0.62014591713459,0.514175831642695,0.458291646721627,0.472112915018581,0.56769836226491,0.825030174390552,0.827172532998131,0.661504626240265,0.775525196985324,0.651619703789528,0.507310864338649,0.532410614300129,0.498223501610936,0.528711813898446,"shoot-EOD-Brachy-2-434-3-S"
"shoot-EOD-Brachy-3-436-3-S",0.514569001600523,0.525792913139965,0.564549072341904,0.517197364632399,0.533846614586122,0.508439658906847,0.622795352168877,0.62049158173248,0.626261981082832,0.618431714863658,0.574442203484149,0.616443686881723,0.587048320088683,0.563007585330324,0.606355722463478,0.629666554041229,0.610075778142705,0.650456138376773,0.507657893063174,0.5604607455543,0.512473064941044,0.56827351883072,0.606681279950296,0.577693664221082,0.589988390445848,0.61009717327515,0.617044235667962,0.664563250559858,0.575967881320617,0.560647665206852,0.650595778062844,0.527311647459022,0.642156061311244,0.635288560444623,0.644737555371247,0.680539807292919,0.575440697702146,0.576694567540461,0.669776835761957,0.828426033800304,0.705904425381073,1,0.816981663162848,0.911275649898051,0.800471038407704,0.651026723495446,0.637404230130962,0.67143948637384,0.67773524818738,0.65950477767448,0.611928289795404,0.617054512707303,0.65231709094266,0.635086268440938,0.636665902558162,0.652734051248204,0.791721165323333,0.766514706564827,0.856364612089588,0.870408218907242,0.844355240431656,0.598022674622085,0.594717725209561,0.590660098235576,0.590551466687464,"shoot-EOD-Brachy-3-436-3-S"
